ActionAffinity/&DHFeeblemindSpellDescription	Incapaz de lançar feitiços.
Subclass/&ClassMonkTraditionZenArcherDescription	Os praticantes do Caminho da Mão Distante treinam para fazer das flechas uma extensão de suas mãos. Eles são proficientes em usar arcos e entregar efeitos de ki através de flechas.
Subclass/&ClassMonkTraditionZenArcherTitle	Caminho da mão distante
Subclass/&ClassWarlockPatronDescription	Um Warlock é definido por um pacto com um ser de outro mundo. Às vezes, a relação entre Warlock e patrono é como a de um clérigo e uma divindade, embora os seres que servem como patronos não sejam deuses.
Subclass/&ClassWarlockPatronTitle	Patrono de outro mundo
Subclass/&ConditionResistantArmorTitle	Armadura Resistente
Subclass/&ConditionResistnatArmorDescription	Sua armadura é resistente a dano de ácido, frio, fogo, força, raio, necrótico, veneno, psíquico, radiante e trovejante.
Subclass/&ConditionSpellShieldArcaneDeflectionDescription	Você pode usar seus poderes arcanos para se proteger como uma reação. Isso lhe dá +3 na sua CA até o seu próximo turno.
Subclass/&ConditionSpellShieldArcaneDeflectionTitle	Deflexão Arcana
Subclass/&ConditionTransmuteConstitutionSaveDescription	A Constituição Temporária salva a proficiência concedida pelo poder da Força de Transmutação.
Subclass/&ConditionTransmuteConstitutionSaveTitle	Salvamentos de Constituição
Subclass/&ConditionTransmutePoisonDescription	Resistência temporária a ácido, frio, fogo, raio, necrótica, veneno e trovão concedida pelo poder Transmute Force.
Subclass/&ConditionTransmutePoisonTitle	Resistência Elementar
Subclass/&CraftingTinkererMagicItemAdeptDescription	Você é perito em criar itens mágicos. Você leva 1/4 do tempo para criar itens e você aplica o dobro do seu bônus de proficiência ao criar.
Subclass/&CraftingTinkererMagicItemAdeptTitle	Adepto de itens mágicos
Subclass/&DHWarlockSubclassElementalPatronDescription	Você fez um pacto e foi mudado por primordiais presentes nas terras áridas elementais. O caos elemental do patrono inundou sua alma, permitindo que você use o poder de diferentes tipos elementais.
Subclass/&DHWarlockSubclassElementalPatronTitle	Pacto Elementalista
Subclass/&DHWarlockSubclassRiftWalkerDescription	Seu patrono é um dos raros seres que chama o vazio entre os mundos de sua casa. Eles deslizam entre os planos com facilidade e o conhecimento que você adquiriu ao interagir com eles permite que você aproveite as energias remanescentes da fenda em seu benefício dentro da solasta. Você pode às vezes sentir saudades do reino distante de seu patrono, um desejo de vagar entre as dimensões pelo resto de seus dias, ou observar sinais de outro evento de Fenda, seja para prevenir ou encorajar.
Subclass/&DHWarlockSubclassRiftWalkerTitle	Pacto do Caminhante do Rift
Subclass/&DruidForestGuardianDruidSubclassDescription	Círculo do Guardião da Floresta Druidas juram proteger as florestas e tudo o que nelas habita. Habilidosos no uso da magia de Abjuração e combate marcial, os membros deste círculo druídico são oponentes temíveis no campo de batalha.
Subclass/&DruidForestGuardianDruidSubclassTitle	Círculo do Guardião da Floresta
Subclass/&EquipmentModifierArtificerBagOfHolderDescription	Toque em uma bolsa e infunda um espaço dimensional extra para ajudá-la a suportar mais peso sem sobrecarregar você. Você só pode ter uma de cada infusão ativa por vez. Ativá-lo uma segunda vez cancelará a primeira.
Subclass/&EquipmentModifierArtificerBagOfHolderTitle	Saco de Segurar
Subclass/&FighterMarshalCoordinatedAttackDescription	Quando você atinge um inimigo com um ataque corpo a corpo, seus aliados podem usar sua reação para fazer um ataque de oportunidade contra seu alvo.
Subclass/&FighterMarshalCoordinatedAttackTitle	Ataque coordenado
Subclass/&FighterMarshalDescription	Hábeis em estudar as fraquezas dos inimigos e coordenar os ataques de outros membros do grupo para explorá-los, os lutadores que treinaram nesta parte marcial são famosos ochestrator do campo de batalha.
Subclass/&FighterMarshalEncouragementPowerDescription	A coragem do marechal inspira seu membro do partido. Aliados a até 3 metros dele adicionam 1d4 à jogada de ataque e teste de resistência.
Subclass/&FighterMarshalEncouragementPowerTitle	Encorajamento
Subclass/&FighterMarshalEternalComradeFeatureSetDescription	O vínculo entre o marechal e seu companheiro cruza a fronteira entre a vida e a morte. Como uma ação bônus, o marechal pode convocar um espírito de seus companheiros caídos para ajudá-lo em combate.
Subclass/&FighterMarshalEternalComradeFeatureSetTitle	Eterno Camarada
Subclass/&FighterMarshalFearlessCommanderFeatureSetDescription	Você é imune ao efeito do medo.
Subclass/&FighterMarshalFearlessCommanderFeatureSetTitle	Comandante Destemido
Subclass/&FighterMarshalKnowYourEnemyFeatureSetDescription	Você adiciona seu nível de conhecimento do seu alvo atual às suas jogadas de ataque e dano.
Subclass/&FighterMarshalKnowYourEnemyFeatureSetTitle	Conheça seu inimigo
Subclass/&FighterMarshalStudyYourEnemyPowerDescription	Como uma ação bônus, você pode tentar aumentar seu conhecimento sobre seu alvo rolando um teste de Sobrevivência. Você pode fazer isso duas vezes por descanso curto.
Subclass/&FighterMarshalStudyYourEnemyPowerTitle	Estude seu inimigo
Subclass/&FighterMarshalSummonEternalComradePowerDescription	Evoca 1 espírito do camarada caído do marechal. Cada espírito tem 45 + o dobro do seu nível de lutador de HP e sua CA é 16 + seu bônus de proficiência. Os espíritos são imunes às condições venenosas, frias, necróticas, propensas, paralisadas e contidas. Os espíritos têm resistência a dano de fogo, ácido, raio e trovão e têm resistência a danos não-mágicos de corte, concussão e perfurante. Por sua vez, eles podem voar até 15 metros e fazer um único ataque corpo a corpo com arma que causa 2d6 + 5 de dano mágico cortante com um bônus de 5 + bônus de proficiência para acertar.
Subclass/&FighterMarshalSummonEternalComradePowerTitle	Convocar Camarada Eterno
Subclass/&FighterMarshalTitle	Marechal
Subclass/&FighterRoyalKnightDescription	Um cavaleiro que inspira grandeza nos outros ao cometer atos de bravura em batalha. Um cavaleiro solitário é um guerreiro habilidoso, mas um líder de um bando de aliados pode transformar até mesmo a milícia mais mal equipada em um bando de guerra feroz.
Subclass/&FighterRoyalKnightTitle	Cavaleiro real
Subclass/&FighterSpellShieldDescription	Spell Shields são lutadores especializados em defesa e proteção. Eles usam magia para ajudar suas habilidades naturais.
Subclass/&FighterSpellShieldSpellcastingDescription	Lance feitiços e truques de Mago das escolas Abjuração, Ilusão, Transmutação e Necromancia.
Subclass/&FighterSpellShieldSpellcastingTitle	Feitiço
Subclass/&FighterSpellShieldSpellResistanceDescription	Sua experiência com feitiços e magia de Abjuração em particular o tornou resistente a feitiços lançados contra você.
Subclass/&FighterSpellShieldSpellResistanceTitle	Resistência à Magia
Subclass/&FighterSpellShieldTitle	Escudo de Feitiço
Subclass/&GreenWitchDescription	Plantas, natureza e coisas que crescem são o domínio da magia verde. Normalmente um tipo de arcana defendido por druidas, algumas bruxas têm uma ligação estreita com os poderes da magia verde, e podem persuadir plantas e animais em suas ordens.
Subclass/&GreenWitchMagicDescription	Você ganha as seguintes magias. Esses feitiços contam como feitiços de Bruxa para você e não contam para o número total de feitiços conhecidos:\n{0}
Subclass/&GreenWitchMagicTitle	Magia Verde
Subclass/&GreenWitchTitle	Bruxa Verde
Subclass/&HArtilleryIncreaseDescription	Aumento da Reserva de Artilharia.
Subclass/&HArtilleryIncreaseTitle	Aumento do Conjunto de Artilharia
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseDescription	Agora você pode infundir dois itens adicionais por dia. Eles devem ser usados ​​para sua arma especial de ferreiro de arma.
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseTitle	Infusão de Arma Smith
Subclass/&HealingPoolArtificerInfusionsDescription	2 vezes por dia infundir itens com efeitos mágicos.
Subclass/&HealingPoolArtificerInfusionsIncreaseDescription	Agora você pode infundir um item adicional por dia.
Subclass/&HealingPoolArtificerInfusionsIncreaseTitle	Mais infusões
Subclass/&HealingPoolArtificerInfusionsTitle	Infusões
Subclass/&HealingPoolLifeTransmuterBonusDescription	Você pode impor sua vontade na realidade mais 2 vezes por dia.
Subclass/&HealingPoolLifeTransmuterBonusExtraDescription	Você pode impor sua vontade na realidade mais 4 vezes por dia.
Subclass/&HealingPoolLifeTransmuterBonusExtraTitle	Força de Transmutação Adicional
Subclass/&HealingPoolLifeTransmuterBonusTitle	Força de Transmutação Adicional
Subclass/&HealingPoolLifeTransmuterListDescription	Você pode decretar sua vontade na realidade com poderes especiais 2 vezes por dia.
Subclass/&HealingPoolLifeTransmuterListTitle	Força de Transmutação
Subclass/&MagicAffinityAlchemicalSavantListDescription	Ao lançar Acid Arrow e Flaming Sphere, eles se comportam como se tivessem lançado 2 níveis acima. Seus truques também são reforçados, então, mesmo quando o inimigo salva, eles ainda recebem metade do dano.
Subclass/&MagicAffinityAlchemicalSavantListTitle	Feitiços de Elixir Savant
Subclass/&MagicAffinityAlchemistSpellRecoveryDescription	Você pode recuperar espaços de magia durante um descanso curto duas vezes por dia.
Subclass/&MagicAffinityAlchemistSpellRecoveryTitle	Preparação Alquímica
Subclass/&MagicAffinityFighterSpellShieldDescription	Vantagem em testes de concentração, bem como a capacidade de realizar componentes somáticos de feitiços enquanto segura itens.
Subclass/&MagicAffinityFighterSpellShieldTitle	Conjuração de Combate
Subclass/&MagicAffinityLifeTransmuterListDescription	Ao lançar alguns feitiços de Transmutação e Necromancia, eles são lançados em um slot de feitiço 2 níveis superior ao usado. Os feitiços aprimorados incluem: Vida Falsa, Cegueira, Voar, Doar Maldição, Toque Vampírico, Praga e Matar Nuvem.\n--Nota: A intenção é ter o benefício de Arma Mágica também, mas atualmente aumentar o nível de feitiço dessa forma em Arma Mágica não tem efeito.
Subclass/&MagicAffinityLifeTransmuterListTitle	Dobra da realidade
Subclass/&MagicAffinityMasterManipulatorDC0Description	É mais difícil para os oponentes resistirem aos seus feitiços. A CD de salvamento aumenta em 0.
Subclass/&MagicAffinityMasterManipulatorDC1Description	É mais difícil para os oponentes resistirem aos seus feitiços. A CD de salvamento aumenta em 1.
Subclass/&MagicAffinityMasterManipulatorDC2Description	É mais difícil para os oponentes resistirem aos seus feitiços. A CD de salvamento aumenta em 2.
Subclass/&MagicAffinityMasterManipulatorDC3Description	É mais difícil para os oponentes resistirem aos seus feitiços. A CD de salvamento aumenta em 3.
Subclass/&MagicAffinityMasterManipulatorDC4Description	É mais difícil para os oponentes resistirem aos seus feitiços. A CD de salvamento aumenta em 4.
Subclass/&MagicAffinityMasterManipulatorDC5Description	É mais difícil para os oponentes resistirem aos seus feitiços. A CD de salvamento aumenta em 5.
Subclass/&MagicAffinityMasterManipulatorDCDescription	É mais difícil para os oponentes resistirem aos seus feitiços. A CD de salvamento aumenta em 3.
Subclass/&MagicAffinityMasterManipulatorDCTitle	Força Arcana
Subclass/&MagicAffinityMasterManipulatorListDescription	Ao lançar alguns feitiços de Encantamento, Abjuração e Ilusão, eles são lançados em um espaço de feitiço 1 nível superior ao usado. Feitiços aprimorados incluem: Encantar Pessoa, Sono, Spray de Cor, Segurar Pessoa, Invisibilidade, Contrafeitiço, Dissipar Magia, Banimento, Confusão, Assassino Fantasma, Dominar Pessoa e Segurar Monstro.
Subclass/&MagicAffinityMasterManipulatorListTitle	Manipulação Arcana
Subclass/&MagicAffinityMeleeWizardConcentrationDescription	Devido à experiência no caos do combate, ganhe vantagem em testes de concentração.
Subclass/&MagicAffinityMeleeWizardConcentrationTitle	Concentração Aprimorada
Subclass/&MagicAffinityRoguishConArtistDC0Description	Sua CD de salvamento de feitiços aumenta em 0.
Subclass/&MagicAffinityRoguishConArtistDC1Description	Sua CD de salvamento de magia aumenta em 1.
Subclass/&MagicAffinityRoguishConArtistDC2Description	Sua CD de salvamento de feitiços aumenta em 2.
Subclass/&MagicAffinityRoguishConArtistDC3Description	Sua CD de salvamento de feitiços aumenta em 3.
Subclass/&MagicAffinityRoguishConArtistDC4Description	Sua CD de salvamento de feitiços aumenta em 4.
Subclass/&MagicAffinityRoguishConArtistDC5Description	Sua CD de salvamento de feitiços aumenta em 5.
Subclass/&MagicAffinityRoguishConArtistDCTitle	Manipulação Aprimorada
Subclass/&MagicAffinitySpellMasterBonusScribingDescription	Faça uma magia adicional a cada nível que sobe.
Subclass/&MagicAffinitySpellMasterBonusScribingTitle	Amplitude do Conhecimento
Subclass/&MagicAffinitySpellMasterRecoveryDescription	Uma vez por descanso longo, você pode recuperar espaços de magia (além da Recuperação Arcana).
Subclass/&MagicAffinitySpellMasterRecoveryTitle	Profundidade Arcana
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedDescription	Tempos ilimitados você pode recuperar slots de feitiços (além da Recuperação Arcana).
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedTitle	Profundidade Arcana
Subclass/&MagicAffinitySpellMasterScribingDescription	Escrever feitiços leva 1/4 do tempo e do custo, e você tem vantagem.
Subclass/&MagicAffinitySpellMasterScribingTitle	Escriba Mestre
Subclass/&ManipulatorMentalSavingThrowsDescription	Ganhe proficiência em testes de resistência com Constituição e Carisma.
Subclass/&ManipulatorMentalSavingThrowsTitle	Resistência Mental
Subclass/&MarshalEternalComradeDescription	Camarada caído
Subclass/&MarshalEternalComradeTitle	Camarada caído
Subclass/&OpportunistDescription	Oportunistas são aqueles que nunca deixam a chance de acabar com seus inimigos. Eles apunhalam rápido e apunhalam onde importa. Muitos não os enfrentaram podem escapar ilesos.
Subclass/&OpportunistTitle	Oportunista
