ActionAffinity/&DHFeeblemindSpellDescription	No puede lanzar hechizos.
Spell/&WitchFamiliarDescription	Obtienes el servicio de un familiar.
Spell/&WitchFamiliarTitle	Familiar Brujo
SpellList/&ClassWarlockSpellListDescription	Lista de hechizos del brujo.
SpellList/&ClassWarlockSpellListTitle	Lista de Hechizos del Brujo
SpellList/&ElementalistSpellsListDescription	Hechizo de Elementalista.
SpellList/&ElementalistSpellsListTitle	Hechicero Elementalista
SpellList/&RiftWalkerSpellsListDescription	Lista de Hechizos de Caminante de la Grieta.
SpellList/&RiftWalkerSpellsListTitle	Lista de Hechizos de Caminante de la Grieta
SpellList/&SpellListTinkererDescription	Lista de Hechizos de Tinker.
SpellList/&SpellListTinkererTitle	Lista de Hechizos de Hechicero
Stage/&IdentityMorphotypeEyeHeader	Estilo de Ojos
Stage/&SubclassSelectionStageClassMonkTraditionDescription	Esta etapa selecciona la tradiciÃ³n monÃ¡stica del personaje.
Stage/&SubclassSelectionStageClassMonkTraditionFeatures	CaracterÃ­sticas de la TradiciÃ³n MonÃ¡stica
Stage/&SubclassSelectionStageClassMonkTraditionHeader	Seleccionar una tradiciÃ³n monÃ¡stica
Stage/&SubclassSelectionStageClassMonkTraditionNoneDescription	Debes seleccionar una tradiciÃ³n monÃ¡stica.
Stage/&SubclassSelectionStageClassMonkTraditionTitle	TradiciÃ³n monÃ¡stica\n-CuÃ¡ntas veces se ha elegido una tradiciÃ³n monÃ¡stica.
Stage/&SubclassSelectionStageCovenDescription	Aquelarre.
Stage/&SubclassSelectionStageCovenFeaturesDescription	Aquelarre.
Stage/&SubclassSelectionStageCovenFeaturesHeader	CaracterÃ­sticas del Aquelarre
Stage/&SubclassSelectionStageCovenFeaturesTitle	Aquelarre
Stage/&SubclassSelectionStageCovenHeader	Seleccione un Coven
Stage/&SubclassSelectionStageCovenTitle	Aquelarre
Stage/&SubclassSelectionStagePatronDescription	Un Brujo se define por un pacto con un ser de otro mundo. A veces la relaciÃ³n entre Brujo y patrÃ³n es como la de un ClÃ©rigo y una deidad, aunque los seres que sirven como patrones no son dioses.
Stage/&SubclassSelectionStagePatronFeatures	CaracterÃ­sticas de los mecenas de otro mundo
Stage/&SubclassSelectionStagePatronHeader	Brujo Patrones de otro mundo
Stage/&SubclassSelectionStagePatronTitle	Patronos de otro mundo
Stage/&SubclassSelectionStageSpecialistDescription	DescripciÃ³n Hay una amplia gama de especialidades en los Hechiceros, incluyendo la fabricaciÃ³n de elixires como un Hacedor de Pociones, la fabricaciÃ³n de explosiones como un Blaster, y el manejo de armamento mÃ¡gico como un Herrero de Armas.
Stage/&SubclassSelectionStageSpecialistFeatures	CaracterÃ­sticas de los especialistas
Stage/&SubclassSelectionStageSpecialistHeader	Especializaciones
Stage/&SubclassSelectionStageSpecialistNoneDescription	Especialista Ninguno DescripciÃ³n.
Stage/&SubclassSelectionStageSpecialistTitle	Selecciona una especializaciÃ³n
Subclass/&AbilityAffinityRogueConArtistDescription	Ventaja en los chequeos de habilidad usando PersuasiÃ³n, EngaÃ±o, ActuaciÃ³n y Habilidad de ManipulaciÃ³n.
Subclass/&AbilityAffinityRogueConArtistTitle	Manipulador
Subclass/&AHWarlockSubclassSoulBladePactDescription	Has llegado a un acuerdo con un arma sensible a la que alimentas con almas a cambio de poder.
Subclass/&AHWarlockSubclassSoulBladePactTitle	Pacto de la cuchilla del alma
Subclass/&ArcaneFighterAdditionalActionDescription	Puedes lanzar un hechizo tras derrotar a un enemigo con tus ataques de arma.
Subclass/&ArcaneFighterAdditionalActionTitle	Lucha de hechizos
Subclass/&ArcaneFighterBonusWeaponDamageDescription	Una vez por turno, tus ataques con armas infligen un daÃ±o extra de 1d8.
Subclass/&ArcaneFighterBonusWeaponDamageTitle	Ataques con poder mÃ¡gico
Subclass/&ArtificerAlchemistDescription	Te especializas en pociones, potenciadores, curaciÃ³n y lanzamiento de hechizos.
Subclass/&ArtificerAlchemistTitle	Creador de pociones
Subclass/&ArtificerArtileristCannonsDescription	Creas un conjunto de caÃ±ones que puedes activar en batalla como acciÃ³n adicional.
Subclass/&ArtificerArtileristCannonsTitle	CaÃ±ones
Subclass/&ArtificerArtilleristDescription	Te especializas en lanzar proyectiles y provocar explosiones.
Subclass/&ArtificerArtilleristTitle	Blaster
Subclass/&ArtificerBattleSmithDescription	Te especializas en el uso de armas mÃ¡gicas en combate.
Subclass/&ArtificerBattleSmithTitle	Hechicero de armas
Subclass/&ArtificerSpellcastingDescription	Lanza hechizos Tinkerer.
Subclass/&ArtificerSpellcastingTitle	Lanzamiento de hechizos Tinker
Subclass/&AttackModifierArtificerBattleSmithWeaponDescription	Tus ataques cuentan como mÃ¡gicos y utilizas tu Inteligencia para las tiradas de ataque y daÃ±o.
Subclass/&AttackModifierArtificerBattleSmithWeaponTitle	Arma infusa
Subclass/&AttackModifierArtificerBlindingWeaponDescription	Un arma que eliges y que gana la habilidad de cegar a los objetivos al impactar (contra una salvaciÃ³n de ConstituciÃ³n). SÃ³lo puedes tener una de cada infusiÃ³n activa a la vez. Al activarla por segunda vez, se anula la primera.
Subclass/&AttackModifierArtificerBlindingWeaponTitle	Arma cegadora
Subclass/&AttackModifierArtificerEnhancedArmorDescription	Una armadura que elijas se convierte en mÃ¡gica y proporciona un +1 AC adicional. SÃ³lo puedes tener una infusiÃ³n activa una vez. Si la activas por segunda vez, se cancelarÃ¡ la primera.
Subclass/&AttackModifierArtificerEnhancedArmorTitle	Armadura mejorada
Subclass/&AttackModifierArtificerEnhancedFocusDescription	Un foco de hechizo que elijas se convierte en mÃ¡gico y gana +1 a las tiradas de ataque y a la DC de salvaciÃ³n de hechizos. SÃ³lo puedes tener una de cada infusiÃ³n activa a la vez. Si la activas por segunda vez, se cancelarÃ¡ la primera.
Subclass/&AttackModifierArtificerEnhancedFocusTitle	Enfoque mejorado
Subclass/&AttackModifierArtificerEnhancedWeaponDescription	Un arma que elijas se vuelve mÃ¡gica y gana +1 a las tiradas de ataque y daÃ±o. SÃ³lo puedes tener una de cada infusiÃ³n activa a la vez. Si la activas por segunda vez, se cancelarÃ¡ la primera.
Subclass/&AttackModifierArtificerEnhancedWeaponTitle	Arma mejorada
Subclass/&AttackModifierArtificerImprovedEnhancedArmorDescription	Una armadura que elijas se convierte en mÃ¡gica y proporciona +2 a la CA. SÃ³lo puedes tener una de cada infusiÃ³n activa a la vez. Al activarla por segunda vez, se anula la primera.
Subclass/&AttackModifierArtificerImprovedEnhancedArmorTitle	Armadura mejorada
Subclass/&AttackModifierArtificerImprovedEnhancedFocusDescription	Un foco de hechizo que elijas se convierte en mÃ¡gico y gana +2 a las tiradas de ataque y a la DC de salvaciÃ³n de hechizos. SÃ³lo puedes tener una de cada infusiÃ³n activa a la vez. Si la activas por segunda vez, se anula la primera.
Subclass/&AttackModifierArtificerImprovedEnhancedFocusTitle	Enfoque mejorado
Subclass/&AttackModifierArtificerImprovedEnhancedWeaponDescription	Al tocar un arma, Ã©sta se vuelve mÃ¡gica y gana +2 a las tiradas de ataque y daÃ±o. SÃ³lo puedes tener una de cada infusiÃ³n activa a la vez. Si se activa por segunda vez, se anula la primera.
Subclass/&AttackModifierArtificerImprovedEnhancedWeaponTitle	Arma mejorada
Subclass/&AttackModifierImprovedArtificerBattleSmithWeaponDescription	Infundes tu arma con poder. Tus ataques cuentan como mÃ¡gicos y aÃ±ades +7 a tus tiradas de ataque y daÃ±o.
Subclass/&AttackModifierImprovedArtificerBattleSmithWeaponTitle	Arma infundida mejorada
Subclass/&AttackModifierMeleeWizardArcaneWeaponDescription	Cuando se activa en un arma, sus ataques cuentan como mÃ¡gicos y utilizas tu Inteligencia para tus tiradas de ataque y daÃ±o.
Subclass/&AttackModifierMeleeWizardArcaneWeaponTitle	Arma Arcana
Subclass/&AttributeModifierArtificerBattleSmithExtraAttackDescription	Ganas un ataque extra.
Subclass/&AttributeModifierArtificerBattleSmithExtraAttackTitle	Ataque extra
Subclass/&AttributeModifierMeleeWizardExtraAttackDescription	Obtienes un ataque extra.
Subclass/&AttributeModifierMeleeWizardExtraAttackTitle	Ataque extra
Subclass/&BarbarianPathOfTheLightDescription	Los bÃ¡rbaros que siguen la Senda de la Luz iluminan la oscuridad y protegen a sus aliados de los peligros que la acechan.
Subclass/&BarbarianPathOfTheLightEyesOfTruthDescription	Siempre estÃ¡s bajo los efectos de un hechizo Ver Invisibilidad.
Subclass/&BarbarianPathOfTheLightEyesOfTruthTitle	Ojos de la Verdad
Subclass/&BarbarianPathOfTheLightIlluminatedConditionDescription	DistraÃ­do por el Golpe Iluminador.
Subclass/&BarbarianPathOfTheLightIlluminatedConditionTitle	Iluminado
Subclass/&BarbarianPathOfTheLightIlluminatedDisadvantageDescription	Desventaja en cualquier tirada de ataque que no sea contra el bÃ¡rbaro de la Senda de la Luz.
Subclass/&BarbarianPathOfTheLightIlluminatedPreventInvisibilityDescription	No puede volverse invisible.
Subclass/&BarbarianPathOfTheLightIlluminatingBurstDescription	En el turno en que entras en tu furia, puedes elegir iluminar hasta tres enemigos en un radio de 30 pies de ti. Deben tener Ã©xito en una tirada de salvaciÃ³n de ConstituciÃ³n (DC igual a 8 + tu bono de competencia + tu modificador de ConstituciÃ³n) o recibir 4d6 de daÃ±o radiante y ser iluminados por tu Golpe Iluminador durante 1 minuto. Una criatura iluminada de este modo realiza otra tirada de salvaciÃ³n de ConstituciÃ³n al final de cada uno de sus turnos. Si la salvaciÃ³n tiene Ã©xito, el efecto termina para ella.
Subclass/&BarbarianPathOfTheLightIlluminatingBurstPowerDescription	Hasta tres enemigos hacen una tirada de salvaciÃ³n de ConstituciÃ³n o reciben 4d6 de daÃ±o radiante y quedan iluminados por tu Golpe Iluminador.
Subclass/&BarbarianPathOfTheLightIlluminatingBurstPowerTitle	RÃ¡faga luminosa
Subclass/&BarbarianPathOfTheLightIlluminatingBurstTitle	RÃ¡faga Iluminadora
Subclass/&BarbarianPathOfTheLightIlluminatingStrikeDescription	Mientras estÃ©s enfurecido, la primera criatura que golpees con un ataque en tu turno recibe 1d6 de daÃ±o radiante adicional y queda mÃ¡gicamente iluminada hasta el comienzo de tu siguiente turno. AdemÃ¡s, la criatura tiene desventaja en cualquier tirada de ataque que no sea contra ti y no puede volverse invisible.
Subclass/&BarbarianPathOfTheLightIlluminatingStrikeImprovementDescription	El daÃ±o adicional infligido por Golpe Iluminador aumenta a 2d6.
Subclass/&BarbarianPathOfTheLightIlluminatingStrikeImprovementTitle	Mejora del Golpe Iluminador
Subclass/&BarbarianPathOfTheLightIlluminatingStrikeTitle	Golpe Iluminador
Subclass/&BarbarianPathOfTheLightLightsProtectionDescription	Recuperas puntos de golpe iguales a la mitad de tu nivel de bÃ¡rbaro cuando una criatura hostil afectada por tu Golpe Iluminador muere. AdemÃ¡s, ya no provocas ataques de oportunidad de las criaturas afectadas por tu Golpe Iluminador.
Subclass/&BarbarianPathOfTheLightLightsProtectionTitle	ProtecciÃ³n de la luz
Subclass/&BarbarianPathOfTheLightPierceTheDarknessDescription	Obtienes visiÃ³n oscura superior.
Subclass/&BarbarianPathOfTheLightPierceTheDarknessTitle	Perforar la oscuridad
Subclass/&BarbarianPathOfTheLightSeeingInvisibleConditionDescription	Puedes percibir criaturas invisibles.
Subclass/&BarbarianPathOfTheLightSeeingInvisibleConditionTitle	Vista de Invisibilidad
Subclass/&BarbarianPathOfTheLightTitle	Camino de la Luz
Subclass/&BloodWitchDescription	Prohibida por la mayorÃ­a de los aquelarres de brujas, la magia de sangre se centra en el uso de hechizos oscuros y maleficios mortales que extraen de la propia esencia del hechicero. Es fundamentalmente mÃ¡s peligrosa que otros oficios de bruja, pero sus muchos riesgos vienen acompaÃ±ados de copiosas recompensas.
Subclass/&BloodWitchMagicDescription	Obtienes los siguientes hechizos. Estos hechizos cuentan como hechizos de Bruja para ti y no cuentan contra tu nÃºmero total de hechizos conocidos:\n {0}\n\n
Subclass/&BloodWitchMagicTitle	Magia de sangre
Subclass/&BloodWitchTitle	Bruja de Sangre
Subclass/&CancelCancelElixirFlyDescription	Acaba con la condiciÃ³n de Mosca del Elixir del Hacedor de Pociones.
Subclass/&CancelCancelElixirFlyTitle	Cancela la mosca
Subclass/&CancelCancelElixirResilienceDescription	Acaba con la condiciÃ³n de resistencia del elixir del fabricante de pociones.
Subclass/&CancelCancelElixirResilienceTitle	Cancelar Resiliencia
Subclass/&CancelCancelElixirSwiftnessDescription	Acaba con la condiciÃ³n Rapidez del Elixir del fabricante de pociones.
Subclass/&CancelCancelElixirSwiftnessTitle	Cancelar Celeridad
Subclass/&ClassMonkTraditionDescription	A 3er nivel, eliges el camino espiritual que sigues hacia la iluminaciÃ³n. Esto determinarÃ¡ tu forma de manipular el ki.
Subclass/&ClassMonkTraditionTitle	Tradiciones monÃ¡sticas
Subclass/&ClassMonkTraditionWayOfTheOpenHandDescription	Los monjes de la VÃ­a de la Mano Abierta son los mejores maestros del combate de artes marciales, ya sean armados o desarmados. Aprenden tÃ©cnicas para empujar y hacer tropezar a sus oponentes, manipulan el ki para curar los daÃ±os sufridos por sus cuerpos y practican una meditaciÃ³n avanzada que puede protegerles de cualquier daÃ±o.
Subclass/&ClassMonkTraditionWayOfTheOpenHandTitle	La vÃ­a de la mano abierta
Subclass/&ClassMonkTraditionZenArcherDescription	Los practicantes de la VÃ­a de la Mano Abierta se entrenan para hacer de las flechas una extensiÃ³n de sus manos. Son expertos en el uso de arcos y en la aplicaciÃ³n de efectos de poder ki a travÃ©s de las flechas.
Subclass/&ClassMonkTraditionZenArcherTitle	Camino de la Mano Distante
Subclass/&ClassWarlockPatronDescription	Un brujo se define por un pacto con un ser de otro mundo. A veces, la relaciÃ³n entre el brujo y el patrÃ³n es como la de un clÃ©rigo y una deidad, aunque los seres que sirven de patrones no son dioses.
Subclass/&ClassWarlockPatronTitle	PatrÃ³n de otro mundo
Subclass/&ConditionResistantArmorTitle	Armadura resistente
Subclass/&ConditionResistnatArmorDescription	Tu armadura es resistente al daÃ±o de Ã¡cido, frÃ­o, fuego, fuerza, rayo, necrÃ³tico, veneno, psÃ­quico, radiante y trueno.
Subclass/&ConditionSpellShieldArcaneDeflectionDescription	Puedes usar tus poderes arcanos para escudarte como reacciÃ³n. Esto te da +3 a tu CA hasta tu siguiente turno.
Subclass/&ConditionSpellShieldArcaneDeflectionTitle	DesvÃ­o arcano
Subclass/&ConditionTransmuteConstitutionSaveDescription	Competencia temporal de salvaciÃ³n de ConstituciÃ³n otorgada por el poder de Transmutar la Fuerza.
Subclass/&ConditionTransmuteConstitutionSaveTitle	Salvaciones de ConstituciÃ³n
Subclass/&ConditionTransmutePoisonDescription	Resistencia temporal al Ã¡cido, al frÃ­o, al fuego, al rayo, a lo necrÃ³tico, al veneno y al trueno concedida por el poder Transmutar la Fuerza.
Subclass/&ConditionTransmutePoisonTitle	Resistencia elemental
Subclass/&CraftingTinkererMagicItemAdeptDescription	Eres un experto en la fabricaciÃ³n de objetos mÃ¡gicos. Tardas 1/4 del tiempo en fabricar objetos y aplicas el doble de tu bonificaciÃ³n de competencia al fabricar.
Subclass/&CraftingTinkererMagicItemAdeptTitle	Adepto a los objetos mÃ¡gicos
Subclass/&DHWarlockSubclassElementalPatronDescription	Has hecho un pacto con los primordiales presentes en las tierras baldÃ­as elementales y has sido transformado por ellos. El caos elemental del patrÃ³n ha impregnado tu alma, permitiÃ©ndote utilizar el poder de diferentes tipos de elementos.
Subclass/&DHWarlockSubclassElementalPatronTitle	Pacto elementalista
Subclass/&DHWarlockSubclassRiftWalkerDescription	Tu patrÃ³n es uno de los raros seres que llaman al vacÃ­o entre los mundos su hogar. Se deslizan entre los planos con facilidad y el conocimiento que has obtenido al interactuar con ellos te permite aprovechar las energÃ­as de la grieta para tu beneficio dentro de solasta. A veces te invade la nostalgia por el lejano reino de tu patrÃ³n, el deseo de vagar entre dimensiones durante el resto de tus dÃ­as, o estar atento a las seÃ±ales de otro acontecimiento de la Grieta, ya sea para prevenirlo o fomentarlo.
Subclass/&DHWarlockSubclassRiftWalkerTitle	Pacto del Caminante de la Grieta
Subclass/&DruidForestGuardianDruidSubclassDescription	CÃ­rculo del Bosque Los druidas guardianes han jurado proteger los bosques y todo lo que en ellos habita. HÃ¡biles en el uso de la magia de AbjuraciÃ³n y el combate marcial, los miembros de este cÃ­rculo druÃ­dico son temibles oponentes en el campo de batalla.
Subclass/&DruidForestGuardianDruidSubclassTitle	CÃ­rculo del GuardiÃ¡n del Bosque
Subclass/&EquipmentModifierArtificerBagOfHolderDescription	Toca una bolsa e infunde un espacio dimensional extra para que aguante mÃ¡s peso sin estorbarte. SÃ³lo puedes tener una de cada infusiÃ³n activa a la vez. Al activarla por segunda vez, se anula la primera.
Subclass/&EquipmentModifierArtificerBagOfHolderTitle	Saco de arena
Subclass/&FighterMarshalCoordinatedAttackDescription	Cuando golpeas a un enemigo con un ataque cuerpo a cuerpo, tus aliados pueden usar su reacciÃ³n para realizar un ataque de oportunidad contra tu objetivo.
Subclass/&FighterMarshalCoordinatedAttackTitle	Ataque coordinado
Subclass/&FighterMarshalDescription	HÃ¡biles en el estudio de los puntos dÃ©biles de los enemigos y en la coordinaciÃ³n de los ataques de los demÃ¡s miembros del grupo para explotarlos, los luchadores que se han entrenado en esta parte marcial son famosos organizadores del campo de batalla.
