ActionAffinity/&DHFeeblemindSpellDescription	Impossibile lanciare incantesimi.
Subclass/&ClassMonkTraditionZenArcherTitle	Via della Mano Lontana
Subclass/&ClassWarlockPatronDescription	Uno Stregone Ã¨ definito da un patto con un essere ultraterreno. A volte il rapporto tra Warlock e patrono Ã¨ simile a quello tra un chierico e una divinitÃ , anche se gli esseri che fungono da patroni non sono divinitÃ .
Subclass/&ClassWarlockPatronTitle	Patrono ultraterreno
Subclass/&ConditionResistantArmorTitle	Armatura resistente
Subclass/&ConditionResistnatArmorDescription	L'armatura Ã¨ resistente ai danni da acido, freddo, fuoco, forza, fulmine, necrotico, veleno, psichico, radiante e tuono.
Subclass/&ConditionSpellShieldArcaneDeflectionDescription	Puoi usare i tuoi poteri arcani per proteggerti come reazione. CiÃ² conferisce +3 alla CA fino al prossimo turno.
Subclass/&ConditionSpellShieldArcaneDeflectionTitle	Deviazione arcana
Subclass/&ConditionTransmuteConstitutionSaveDescription	AbilitÃ  temporanea nei tiri salvezza di Costituzione concessa dal potere Trasmutare la Forza.
Subclass/&ConditionTransmuteConstitutionSaveTitle	Tiri salvezza di Costituzione
Subclass/&ConditionTransmutePoisonDescription	Resistenza temporanea all'acido, al freddo, al fuoco, al fulmine, alla necrosi, al veleno e al tuono concessa dal potere Trasmutare la Forza.
Subclass/&ConditionTransmutePoisonTitle	Resistenza elementale
Subclass/&CraftingTinkererMagicItemAdeptDescription	Siete abili nel creare oggetti magici. Impieghi 1/4 del tempo per creare gli oggetti e applichi il doppio del tuo bonus di competenza quando li crei.
Subclass/&CraftingTinkererMagicItemAdeptTitle	Adepto degli oggetti magici
Subclass/&DHWarlockSubclassElementalPatronDescription	Avete stretto un patto con i primordiali presenti nelle Badlands elementali e siete stati modificati da essi. Il caos elementale del patrono ha soffuso la tua anima, permettendoti di utilizzare il potere di diversi tipi di elementi.
Subclass/&DHWarlockSubclassElementalPatronTitle	Patto elementale
Subclass/&DHWarlockSubclassRiftWalkerDescription	Il tuo patrono Ã¨ uno dei rari esseri che chiamano il vuoto tra i mondi la loro casa. Scivolano tra i piani con facilitÃ  e la conoscenza che avete acquisito interagendo con loro vi permette di sfruttare le energie di frattura persistenti a vostro vantaggio all'interno di solasta. A volte potreste sentirvi desiderosi del lontano regno del vostro patrono, desiderosi di vagare tra le dimensioni per il resto dei vostri giorni, o di osservare i segni di un altro evento della Spaccatura, sia per prevenirlo che per incoraggiarlo.
Subclass/&DHWarlockSubclassRiftWalkerTitle	Patto del Camminatore del Rift
Subclass/&DruidForestGuardianDruidSubclassDescription	Circolo dei Druidi Guardiani della Foresta I druidi hanno giurato di proteggere le foreste e tutti coloro che le abitano. Abili nell'uso della magia di Abiurazione e nel combattimento marziale, i membri di questo circolo druidico sono avversari temibili sul campo di battaglia.
Subclass/&DruidForestGuardianDruidSubclassTitle	Cerchio del Guardiano della Foresta
Subclass/&EquipmentModifierArtificerBagOfHolderDescription	Toccando una borsa, infondi uno spazio dimensionale extra per aiutarla a reggere il peso senza appesantirti. Ãˆ possibile avere una sola infusione attiva alla volta. Una seconda attivazione annullerÃ  la prima.
Subclass/&EquipmentModifierArtificerBagOfHolderTitle	Sacca di contenimento
Subclass/&FighterMarshalCoordinatedAttackDescription	Quando si colpisce un nemico con un attacco in mischia, gli alleati possono usare la loro reazione per effettuare un attacco di opportunitÃ  contro il bersaglio.
Subclass/&FighterMarshalCoordinatedAttackTitle	Attacco coordinato
Subclass/&FighterMarshalDescription	Abili nello studiare i punti deboli dei nemici e nel coordinare gli attacchi degli altri membri del party per sfruttarli, i combattenti che si sono allenati in questa parte marziale sono famosi orchestratori del campo di battaglia.
Subclass/&FighterMarshalEncouragementPowerDescription	Il coraggio del Maresciallo ispira i membri del suo gruppo. Gli alleati entro 3 metri da lui aggiungono 1d4 ai tiri di attacco e ai tiri salvezza. 
Subclass/&FighterMarshalEncouragementPowerTitle	Incoraggiamento
Subclass/&FighterMarshalEternalComradeFeatureSetDescription	Il legame tra il maresciallo e il suo compagno supera il confine tra la vita e la morte. Come azione bonus, il Maresciallo puÃ² evocare uno spirito dei suoi compagni caduti per aiutarlo in combattimento.
Subclass/&FighterMarshalEternalComradeFeatureSetTitle	Compagno eterno
Subclass/&FighterMarshalFearlessCommanderFeatureSetDescription	Si Ã¨ immuni all'effetto della paura.
Subclass/&FighterMarshalFearlessCommanderFeatureSetTitle	Comandante senza paura
Subclass/&FighterMarshalKnowYourEnemyFeatureSetDescription	Si aggiunge il livello di conoscenza del bersaglio corrente ai tiri per attaccare e per i danni.
Subclass/&FighterMarshalKnowYourEnemyFeatureSetTitle	Conoscere il nemico
Subclass/&FighterMarshalStudyYourEnemyPowerDescription	Come azione bonus, si puÃ² tentare di aumentare la conoscenza del bersaglio tirando una prova di Sopravvivenza. Ãˆ possibile farlo due volte per riposo breve.
Subclass/&FighterMarshalStudyYourEnemyPowerTitle	Studiare il nemico
Subclass/&FighterMarshalSummonEternalComradePowerDescription	Evoca 1 spirito del compagno caduto del Maresciallo. Ogni spirito ha 45 + il doppio del tuo livello da combattente di HP e la sua CA Ã¨ 16 + il tuo bonus di competenza. Gli spiriti sono immuni alle condizioni di veleno, freddo, necrotico, prono, paralizzato e immobilizzato. Gli spiriti hanno resistenza ai danni da fuoco, acido, luce e tuono e resistenza ai danni non magici da taglio, da percosse e da perforazione. Nel loro turno, possono volare fino a 50 metri ed effettuare un singolo attacco con arma da mischia che infligge 2d6 + 5 danni magici da taglio con un bonus di 5 + bonus di competenza per colpire. 
Subclass/&FighterMarshalSummonEternalComradePowerTitle	Evocare un compagno eterno
Subclass/&FighterMarshalTitle	Maresciallo
Subclass/&FighterRoyalKnightDescription	Un cavaliere che ispira grandezza agli altri compiendo azioni coraggiose in battaglia. Un cavaliere solitario Ã¨ un guerriero abile, ma uno che guida una banda di alleati puÃ² trasformare anche la milizia piÃ¹ mal equipaggiata in una feroce banda da guerra.
Subclass/&FighterRoyalKnightTitle	Cavaliere Reale
Subclass/&FighterSpellShieldDescription	Gli Scudi Incantati sono combattenti specializzati nella difesa e nella protezione. Usano la magia per aiutare le loro capacitÃ  naturali.
Subclass/&FighterSpellShieldSpellcastingDescription	Lanciano incantesimi da mago e cantrips dalle scuole di Abiurazione, Illusione, Trasmutazione e Necromanzia.
Subclass/&FighterSpellShieldSpellcastingTitle	Incantesimi
Subclass/&FighterSpellShieldSpellResistanceDescription	La vostra esperienza con gli incantesimi e in particolare con la magia di Abiurazione vi ha reso resistenti agli incantesimi lanciati contro di voi.
Subclass/&FighterSpellShieldSpellResistanceTitle	Resistenza agli incantesimi
Subclass/&FighterSpellShieldTitle	Scudo degli incantesimi
Subclass/&GreenWitchDescription	Le piante, la natura e le cose che crescono sono il dominio della magia verde. Normalmente un tipo di arcano sostenuto dai druidi, alcune streghe hanno un legame stretto con i poteri della magia verde e possono indurre piante e animali ai loro ordini.
Subclass/&GreenWitchMagicDescription	Si ottengono i seguenti incantesimi. Questi incantesimi contano come incantesimi della Strega e non vengono conteggiati nel numero totale di incantesimi conosciuti:\n{0}\n\n
Subclass/&GreenWitchMagicTitle	Magia verde
Subclass/&GreenWitchTitle	Strega Verde
Subclass/&HArtilleryIncreaseDescription	Aumento del pool di artiglieria.
Subclass/&HArtilleryIncreaseTitle	Aumento del pool di artiglieria
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseDescription	Ora puoi infondere due oggetti aggiuntivi ogni giorno. Questi oggetti sono destinati all'arma speciale Weapon Smith.
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseTitle	Infusione dell'arma del Fabbro d'Armi
Subclass/&HealingPoolArtificerInfusionsDescription	2 volte al giorno infondere oggetti con effetti magici.
Subclass/&HealingPoolArtificerInfusionsIncreaseDescription	Ora Ã¨ possibile infondere un oggetto aggiuntivo al giorno.
Subclass/&HealingPoolArtificerInfusionsIncreaseTitle	Altre infusioni
Subclass/&HealingPoolArtificerInfusionsTitle	Infusioni
Subclass/&HealingPoolLifeTransmuterBonusDescription	Potete imporre la vostra volontÃ  sulla realtÃ  altre 2 volte al giorno.
Subclass/&HealingPoolLifeTransmuterBonusExtraDescription	Potete imporre la vostra volontÃ  sulla realtÃ  altre 4 volte al giorno.
Subclass/&HealingPoolLifeTransmuterBonusExtraTitle	Forza di Trasmutazione aggiuntiva
Subclass/&HealingPoolLifeTransmuterBonusTitle	Forza di Trasmutazione aggiuntiva
Subclass/&HealingPoolLifeTransmuterListDescription	Potete imporre la vostra volontÃ  sulla realtÃ  con poteri speciali 2 volte al giorno.
Subclass/&HealingPoolLifeTransmuterListTitle	Forza di Trasmutazione
Subclass/&MagicAffinityAlchemicalSavantListDescription	Quando lanci Freccia Acida e Sfera Infuocata si comportano come se fossero lanciate a 2 livelli superiori. Anche i cantrips sono potenziati, quindi anche quando il nemico si salva subisce metÃ  dei danni.
Subclass/&MagicAffinityAlchemicalSavantListTitle	Incantesimi dell'Elisir del Savant
Subclass/&MagicAffinityAlchemistSpellRecoveryDescription	Si possono recuperare gli incantesimi durante un breve riposo due volte al giorno.
Subclass/&MagicAffinityAlchemistSpellRecoveryTitle	Preparazione alchemica
Subclass/&MagicAffinityFighterSpellShieldDescription	Vantaggio nelle prove di concentrazione e capacitÃ  di eseguire le componenti somatiche degli incantesimi mentre si tengono in mano gli oggetti.
Subclass/&MagicAffinityFighterSpellShieldTitle	Lancio in combattimento
Subclass/&MagicAffinityLifeTransmuterListDescription	Quando si lanciano alcuni incantesimi di Trasmutazione e Necromanzia, questi vengono lanciati con uno slot incantesimo di 2 livelli superiore a quello utilizzato. Gli incantesimi migliorati includono: Falsa Vita, Accecamento, Volare, Maledizione, Tocco Vampirico, Perturbazione e Nuvola Assassina. \n-Nota: l'intenzione Ã¨ quella di far beneficiare anche Arma Magica, ma attualmente aumentare il livello dell'incantesimo in questo modo su Arma Magica non ha alcun effetto.
Subclass/&MagicAffinityLifeTransmuterListTitle	Curvatura della realtÃ 
Subclass/&MagicAffinityMasterManipulatorDC0Description	Ãˆ piÃ¹ difficile per gli avversari resistere ai tuoi incantesimi. La DC di tiro aumenta di 0.
Subclass/&MagicAffinityMasterManipulatorDC1Description	Ãˆ piÃ¹ difficile per gli avversari resistere ai vostri incantesimi. La DC di salvataggio aumenta di 1.
Subclass/&MagicAffinityMasterManipulatorDC2Description	Ãˆ piÃ¹ difficile per gli avversari resistere ai vostri incantesimi. La DC di salvataggio aumenta di 2.
Subclass/&MagicAffinityMasterManipulatorDC3Description	Ãˆ piÃ¹ difficile per gli avversari resistere ai vostri incantesimi. La DC di salvataggio aumenta di 3.
Subclass/&MagicAffinityMasterManipulatorDC4Description	Ãˆ piÃ¹ difficile per gli avversari resistere ai vostri incantesimi. La DC di salvataggio aumenta di 4.
Subclass/&MagicAffinityMasterManipulatorDC5Description	Ãˆ piÃ¹ difficile per gli avversari resistere ai vostri incantesimi. La DC di salvataggio aumenta di 5.
Subclass/&MagicAffinityMasterManipulatorDCDescription	Ãˆ piÃ¹ difficile per gli avversari resistere ai vostri incantesimi. La D.C. di salvezza aumenta di 3.
Subclass/&MagicAffinityMasterManipulatorDCTitle	Forza arcana
Subclass/&MagicAffinityMasterManipulatorListDescription	Quando si lanciano alcuni incantesimi di Incanto, Abiurazione e Illusione, questi vengono lanciati in uno slot incantesimo di 1 livello superiore a quello utilizzato. Gli incantesimi migliorati includono: Ammaliamento, Sonno, Spray Colorato, Trattenere Persona, InvisibilitÃ , Controincantesimo, Dissipare Magia, Scacciare, Confusione, Assassino Fantasmatico, Dominare Persona e Trattenere Mostro.
Subclass/&MagicAffinityMasterManipulatorListTitle	Manipolazione arcana
Subclass/&MagicAffinityMeleeWizardConcentrationDescription	Grazie all'esperienza nel caos del combattimento, guadagna un vantaggio sulle prove di concentrazione.
Subclass/&MagicAffinityMeleeWizardConcentrationTitle	Concentrazione migliorata
Subclass/&MagicAffinityRoguishConArtistDC0Description	La DC del tiro salvezza aumenta di 0.
Subclass/&MagicAffinityRoguishConArtistDC1Description	La DC del tiro salvezza aumenta di 1.
Subclass/&MagicAffinityRoguishConArtistDC2Description	La DC del tiro salvezza aumenta di 2.
Subclass/&MagicAffinityRoguishConArtistDC3Description	La DC del tiro salvezza aumenta di 3.
Subclass/&MagicAffinityRoguishConArtistDC4Description	La D.C. del tiro salvezza aumenta di 4.
Subclass/&MagicAffinityRoguishConArtistDC5Description	La DC del tiro salvezza aumenta di 5.
Subclass/&MagicAffinityRoguishConArtistDCTitle	Manipolazione migliorata
Subclass/&MagicAffinitySpellMasterBonusScribingDescription	Scriba un incantesimo aggiuntivo a ogni livello superiore.
Subclass/&MagicAffinitySpellMasterBonusScribingTitle	Ampiezza delle conoscenze
Subclass/&MagicAffinitySpellMasterRecoveryDescription	Una volta per riposo lungo, si possono recuperare slot di incantesimi (oltre al Recupero Arcano).
Subclass/&MagicAffinitySpellMasterRecoveryTitle	ProfonditÃ  arcana
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedDescription	Un numero illimitato di volte in cui si possono recuperare slot di incantesimi (oltre al Recupero Arcano).
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedTitle	ProfonditÃ  arcana
Subclass/&MagicAffinitySpellMasterScribingDescription	Scrivere incantesimi richiede 1/4 del tempo e del costo e si ha un vantaggio.
Subclass/&MagicAffinitySpellMasterScribingTitle	Maestro Scribacchino
Subclass/&ManipulatorMentalSavingThrowsDescription	Guadagna competenza nei tiri salvezza con Costituzione e Carisma.
Subclass/&ManipulatorMentalSavingThrowsTitle	Resistenza mentale
Subclass/&MarshalEternalComradeDescription	Compagno Caduto
Subclass/&MarshalEternalComradeTitle	Compagno caduto
Subclass/&OpportunistDescription	Gli opportunisti sono coloro che non si lasciano sfuggire l'occasione di finire i loro nemici. Pugnalano velocemente e pugnalano dove serve. Non sono molti quelli che li affrontano e che riescono ad uscire indenni da un graffio.
Subclass/&OpportunistTitle	Opportunista
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponDescription	Infondi potere alla tua arma. I tuoi attacchi contano come magici e aggiungi il tuo +7 ai tiri di attacco e di danno. Ãˆ possibile avere una sola infusione attiva alla volta. Una seconda attivazione annullerÃ  la prima.
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponTitle	Infusione migliorata dell'arma
Subclass/&PowerArtificerBattleSmithInfuseWeaponDescription	Si infonde potere alla propria arma. Gli attacchi contano come magici e si utilizza l'Intelligenza per i tiri di attacco e di danno fino al prossimo riposo lungo.
Subclass/&PowerArtificerBattleSmithInfuseWeaponTitle	Infondere un'arma
Subclass/&PowerInfuseArmorMagicalStrengthDescription	Infondere forza magica all'armatura. Si ottiene un vantaggio nelle prove di Forza e nei tiri salvezza. Ãˆ possibile avere una sola infusione attiva alla volta. Una seconda attivazione annullerÃ  la prima.
