ActionAffinity/&DHFeeblemindSpellDescription	Incapaz de lançar feitiços.
Subclass/&PowerInfuseMindSharpenerDescription	Infundir uma armadura ou manto com a capacidade de ajudar na concentração de seu feitiço de fundição. Você ganha vantagem nas verificações de concentração e qualquer dano inferior a 20 não aciona uma verificação. Você só pode ter uma de cada infusão ativa de cada vez. Ativá-la uma segunda vez irá cancelar a primeira.
Subclass/&PowerInfuseMindSharpenerTitle	Apontador de Mente
Subclass/&PowerInfuseResistantArmorDescription	Infundir resistência a danos em sua armadura. Torna-se resistente ao ácido, frio, fogo, força, raio, necrótico, veneno, psíquico, radiante e danos por trovões. Você só pode ter uma de cada infusão ativa de cada vez. Ativá-la uma segunda vez irá cancelar a primeira.
Subclass/&PowerInfuseResistantArmorTitle	Blindagem Resistente
Subclass/&PowerManipulatorDominatePersonDescription	Você pode usar o Dominate Person um número de vezes por longo descanso igual ao seu modificador de Inteligência.
Subclass/&PowerManipulatorDominatePersonTitle	Dominate Person (Pessoa Dominada)
Subclass/&PowerSpellRefuelingRingDescription	Quando você ativa isto, você recupera metade do seu nível nos espaços de feitiços.
Subclass/&PowerSpellRefuelingRingTitle	Anel de reabastecimento ortográfico
Subclass/&PowerSpellShieldArcaneDeflectionDescription	Você pode usar seus poderes arcanos para se proteger como uma reação. Isto lhe dá +{0} ao seu AC até sua próxima vez.
Subclass/&PowerSpellShieldArcaneDeflectionTitle	Deflexão Arcana
Subclass/&PowerSpellShieldRangedDeflectionDescription	Quando um atacante que você pode ver o atinge com um ataque à distância ou feitiço, você pode usar sua reação para reduzir pela metade os danos do ataque contra você.
Subclass/&PowerSpellShieldRangedDeflectionTitle	Deflexão à Distância
Subclass/&PowerTinkererSoulOfArtificeSavesDescription	Imbuído em sua armadura está a melhoria mágica de sua capacidade de evitar efeitos ruins. Você ganha 3d4 a cada lançamento de economia que faz.
Subclass/&PowerTinkererSoulOfArtificeSavesTitle	Alma de Funileiro
Subclass/&PowerTinkererSpellStoringItemDescription	Como uma ação bônus, você pode recuperar feitiços. Você pode fazer isso um número de vezes por dia igual ao seu modificador de Inteligência.
Subclass/&PowerTinkererSpellStoringItemTitle	Item de armazenamento de feitiços
Subclass/&PowerTransmuteConstitutionDescription	Use sua Força Transmutora para conceder proficiência com o Constitution Saves até o próximo longo descanso.
Subclass/&PowerTransmuteConstitutionTitle	A Constituição Economiza
Subclass/&PowerTransmuteDarkvisionDescription	Use sua Força Transmutora para conceder a Darkvision Superior até o próximo longo descanso.
Subclass/&PowerTransmuteDarkvisionTitle	Darkvision Superior
Subclass/&PowerTransmuteElementalResistanceDescription	Use sua Força Transmutora para conceder resistência a ácido, frio, fogo, raios, necroses, venenos e trovões até o final de seu próximo longo descanso.
Subclass/&PowerTransmuteElementalResistanceTitle	Resistência Elemental
Subclass/&PowerTransmuteFlyDescription	Use sua Força Transmutora para conceder a capacidade de vôo.
Subclass/&PowerTransmuteFlyTitle	Voe
Subclass/&PowerTransmuteHealDescription	Use sua Força Transmutora para curar até 6 alvos.
Subclass/&PowerTransmuteHealTitle	Curar
Subclass/&PowerTransmuteReviveDescription	Use sua Força Transmutora para reanimar um personagem (dentro de 1 minuto de sua morte).
Subclass/&PowerTransmuteReviveTitle	Reanimar
Subclass/&PurpleWitchDescription	A magia roxa domina os domínios das ilusões e encantamentos que se apoderam da mente das pessoas, e tudo o que não é bem o que parece. Os praticantes desta forma de magia são mestres fantoches, moldando a realidade aparente dos que os rodeiam em seu benefício.
Subclass/&PurpleWitchMagicDescription	Você ganha os seguintes feitiços. Estes feitiços contam como feitiços de Feitiços para você e não contam contra seu número total de feitiços conhecidos:{0}n
Subclass/&PurpleWitchMagicTitle	Magia Púrpura
Subclass/&PurpleWitchTitle	Bruxa roxa
Subclass/&RangerArcanistRangerSubclassDescription	O Ranger Arcanist funde suas habilidades de Ranger com habilidades arcanas. Suas armas podem afligir seus oponentes com a Marca do Arcanista, e aprenderam a lançar alguns feitiços de Feiticeiro como parte de seu repertório de feitiços de Ranger.
Subclass/&RangerArcanistRangerSubclassTitle	Arcanista Guarda-florestal
Subclass/&RedWitchDescription	A magia arcana ligada à canalização dos elementos é considerada magia vermelha, e é extremamente perigosa quando usada. As bruxas especializadas em magia vermelha estão entre as mais mortíferas dos castres ortográficos existentes, canalizando sua maldição para a ira arcana sem obstáculos.
Subclass/&RedWitchMagicDescription	Você ganha os seguintes feitiços. Estes feitiços contam como feitiços de Bruxa para você e não contam contra seu número total de feitiços conhecidos:{0}n
Subclass/&RedWitchMagicTitle	Magia Vermelha
Subclass/&RedWitchTitle	Bruxa Vermelha
Subclass/&RoguishConArtistDescription	Os Artistas Con são malfeitores que se especializam em enganar e enganar os outros. Eles usam magia para auxiliar suas habilidades naturais de manipulação.
Subclass/&RoguishConArtistFeintConditionDescription	Ser enganado confere vantagem no próximo ataque.
Subclass/&RoguishConArtistFeintConditionTitle	Enganados
Subclass/&RoguishConArtistFeintDescription	Ganhar a capacidade de fingir em combate como uma ação bônus. Se o alvo falhar seu lançamento salvador, isto concede vantagem no próximo ataque contra o alvo.
Subclass/&RoguishConArtistFeintTitle	Feint
Subclass/&RoguishConArtistMentalSavingThrowsDescription	Você ganha proficiência em lançamentos salvadores de Sabedoria e Carisma.
Subclass/&RoguishConArtistMentalSavingThrowsTitle	Força Mental
Subclass/&RoguishConArtistSpellcastingDescription	Lançar feitiços de Feiticeiros e cantrips das escolas de Conjugação, Encantamento, Ilusão e Transmutação. O Artista Con usa o Carisma para lançar seus feitiços.
Subclass/&RoguishConArtistSpellcastingTitle	Feitiços de Fundição
Subclass/&RoguishConArtistTitle	Artista de Con
Subclass/&ScoutSentinelTinkererSubclassDescription	Um Sininho Sentinela Escoteiro modifica a armadura para melhorar sua função, proporcionando maior proteção e mobilidade.
Subclass/&ScoutSentinelTinkererSubclassTitle	Sentinela Escoteira
Subclass/&SpellShieldAdditionalActionDescription	Você pode lançar um feitiço após derrotar um inimigo com seus ataques com suas armas.
Subclass/&SpellShieldAdditionalActionTitle	Combate ortográfico
Subclass/&TactitionFighterSubclassDescription	O tático usa seus conhecimentos e poder no campo de batalha para realizar diferentes gambits à medida que eles são necessários. Eles podem derrubar os inimigos, inspirar seus aliados e entrar em contra-ataques mortais contra seus inimigos.
Subclass/&TactitionFighterSubclassTitle	O Tático
Subclass/&TinkererFlashOfGeniusConditionDescription	Inspirado por um flash de gênio para ter um bônus em verificações de habilidade e lançamentos de economia.
Subclass/&TinkererFlashOfGeniusConditionTitle	Flash de gênio
Subclass/&TinkererFlashOfGeniusPowerDescription	Você pode usar seu gênio para inspirar a si mesmo e aos outros em verificações de habilidade e lançamentos de salvamento.
Subclass/&TinkererFlashOfGeniusPowerTitle	Flash do gênio
Subclass/&TinkererMagicalTinkeringDescription	Ganhar a capacidade de fazer vários efeitos menores (Dazzle, Sparkle, Shine).
Subclass/&TinkererMagicalTinkeringTitle	Sininho mágico
Subclass/&TraditionArcaneFighterDescription	Canalize sua magia em ataques com armas.
Subclass/&TraditionArcaneFighterTitle	Arcane Fighter
Subclass/&TraditionLifeTransmuterDescription	Mestres da manipulação tanto da matéria quanto da energia vital.
Subclass/&TraditionLifeTransmuterTitle	Transmutador da vida
Subclass/&TraditionMasterManipulatorDescription	Os Manipuladores Mestres são excelentes em controlar o campo de batalha e impedir que seus inimigos sejam capazes de atacá-los.
Subclass/&TraditionMasterManipulatorTitle	Mestre Manipulador
Subclass/&TraditionSpellMasterBonusCantripsDescription	Ganhe 2 cantrips extras conhecidos.
Subclass/&TraditionSpellMasterBonusCantripsTitle	Cantrips de bônus
Subclass/&TraditionSpellMasterDescription	Os mestres da magia mergulham na magia e tentam aprender cada feitiço em que conseguem deitar as mãos. Eles são inigualáveis em seu conhecimento de feitiços.
Subclass/&TraditionSpellMasterExtraPreparedDescription	Prepare feitiços adicionais do modificador de inteligência para que você tenha sempre o que precisa.
Subclass/&TraditionSpellMasterExtraPreparedTitle	Extra Preparado
Subclass/&TraditionSpellMasterPreparedDescription	Prepare o bônus de proficiência adicional para que você tenha sempre o que precisa.
Subclass/&TraditionSpellMasterPreparedTitle	Esteja Preparado
Subclass/&TraditionSpellMasterSpellResistanceDescription	Seu treinamento com magia lhe dá vantagem em salvar lances contra feitiços.
Subclass/&TraditionSpellMasterSpellResistanceTitle	Resistência dos feitiços
Subclass/&TraditionSpellMasterTitle	Mestre ortográfico
Subclass/&WarlockAncientForestDescription	Você forjou um relacionamento com uma entidade de natureza poderosa: Antigos Dryads, Arquidrutas, Manifestações do Feywild sangrando para o plano material, Deuses esquecidos de uma época primitiva. Seu patrono pode desejar que você proteja o mundo natural, viaje para terras distantes que ele não pode, ou pode ter outro motivo que parece impenetrável para os mortais de curta duração.
Subclass/&WarlockAncientForestTitle	Pacto da Floresta Antiga
Subclass/&WarlockMoonLitDescription	Seu patrono é um espírito da lua, uma entidade que encarna a natureza cíclica da luz e da escuridão. Estes espíritos procuram manter o poder da lua sobre o céu noturno, enquanto mantêm poderes profanos que perseguem a escuridão à distância e encarregam seus magos com o mesmo, concedendo-lhes o comando sobre os poderes da lua e seus efeitos.
Subclass/&WarlockMoonLitTitle	Pacto MoonLit
Subclass/&WarlockToadKingDescription	Fey, demônio ou aberração causada pelo Cataclismo, a verdadeira natureza do Rei Sapo não é conhecida, mas sabe-se que o Rei Sapo governa uma grande área de pântanos e pântanos dentro das Badlands e oferece poder àqueles dispostos a servir.
Subclass/&WarlockToadKingTitle	O Pacto do Sapo Rei
Subclass/&WarlockUrPriestDescription	Enquanto a grande maioria dos encantadores divinos ganha seus poderes de uma divindade, há aqueles que desprezam os deuses. Aqueles que se dizem sacerdotes de Ur aprenderam a desviar as energias divinas concedidas pelos deuses a seus castres ortográficos divinos, usando-as para suas próprias necessidades sem dar nem mesmo um serviço labial a nenhum deus. Como um sacerdote Ur, você difere da maioria dos magos, sem um patrono que lhe conceda seu poder. As Invocações Eldritch que você descobre são formas deformadas de magia que os deuses podem conceder a seus patrões, enquanto as Boas de Pacto são provavelmente artefatos divinos que você conseguiu roubar.
Subclass/&WarlockUrPriestTitle	Pacto UrPriest
Subclass/&WeaponProfArcaneFighterDescription	A experiência em combate deu ao Arcane Fighter treinamento em Armas Simples e Marciais.
Subclass/&WeaponProfArcaneFighterTitle	Treinamento em Armas
Subclass/&WeaponProfArtificerBattleSmithDescription	A experiência em combate deu ao Weapon Smith treinamento em Armas Marciais.
Subclass/&WeaponProfArtificerBattleSmithTitle	Treinamento em Armas
Subclass/&WhiteWitchDescription	A magia branca é fundamentalmente boa e benevolente para todos os seres vivos. As bruxas que adotam esta arte, apesar da maldição odiosa que as infecta, muitas vezes se dedicam à cura e ao cuidado, com a intenção de melhorar o mundo.
Subclass/&WhiteWitchMagicDescription	Você ganha os seguintes feitiços. Estes feitiços contam como feitiços de bruxas para você e não contam contra seu número total de feitiços conhecidos:{0}n
Subclass/&WhiteWitchMagicTitle	Magia Branca
Subclass/&WhiteWitchTitle	Bruxa Branca
Subclass/&WitchSubclassPathDescription	Seu conhecimento de magia culminou na união de um Coven, um círculo inato de Bruxas que se aprofundam em um caminho específico de bruxaria e maldições.
Subclass/&WitchSubclassPathTitle	As Bruxas Covens
ToolTip/&CheckBoxDefaultPartyTitle	Marque esta caixa para definir sua parte padrão ao iniciar novos aventuras ou testar locais personalizados. Você pode selecionar até {0} heróis em uma base de primeira entrada / primeira saída
Tooltip/&CustomPortraitPoolClassMonkKiPool	Você pode aproveitar a energia mística do ki. Seu acesso a essa energia é representado por uma série de pontos de ki. A quantidade máxima é igual ao nível de seu monge. Todos os pontos gastos são recuperados em um descanso curto ou longo. Você pode gastar estes pontos para alimentar várias características do ki
Tooltip/&DeadeyeConcentration	Desativar Deadeye.
Tooltip/&FeatPrerequisiteDoesNotHaveFightingStyle	Não sabe {0}
Tooltip/&FeatPrerequisiteHasStealthAttack	Tem ataque furtivo
Tooltip/&FeatPrerequisiteIsNotBarbarian	Não é um bárbaro?
Tooltip/&FeatPrerequisiteIsNotFighter	Não é um lutador
Tooltip/&FeatPrerequisiteIsNotRogue	Não é uma Rogue
Tooltip/&FeatPrerequisiteLevelFormat	Nível de caracteres mínimo {0}
Tooltip/&PowerAttackConcentration	Desativar Power Attack.
Tooltip/&Tag9000Title	Efeito Personalizado
Tooltip/&TagCommunityExpansionTitle	Expansão da Comunidade
Tooltip/&TagMaledictionTitle	Maldição
Tooltip/&TagMonkWeaponTitle	Monge
Tooltip/&TagOtherModContentTitle	Do mod
Tooltip/&TagPolearmWeaponTitle	Polearm
Tooltip/&TagScoutSentinelWeaponTitle	Sentinela Escoteira
UI/&CustomFeatureSelectionStageDescription	Selecione características extras de sua classe/subclasse.
UI/&CustomFeatureSelectionStageFeatures	Características
UI/&CustomFeatureSelectionStageNotDone	Você deve selecionar todas as características disponíveis antes de prosseguir
UI/&CustomFeatureSelectionStageTitle	Seleção de recursos
UI/&CustomFeatureSelectionTooltipTypeCantrip	Cantrip
UI/&CustomFeatureSelectionTooltipTypeFeature	Destaque
UI/&CustomFeatureSelectionTooltipTypePower	Energia
UI/&CustomFeatureSelectionTooltipTypeProficiency	Proficiência
UI/&ForcePreferredCantripDescription	Se esta alternância estiver ativada, somente a tecla preferida pode ser acionada. Se a tecla preferida não for selecionada, então a primeira tecla válida será acionada, independentemente desta alternância.
UI/&ForcePreferredCantripTitle	Forçar a tecla Preferred Cantrip
