ActionAffinity/&DHFeeblemindSpellDescription	Impossible de lancer des sorts.
Subclass/&ClassMonkTraditionWayOfTheOpenHandTitle	La voie de la main ouverte
Subclass/&ClassMonkTraditionZenArcherDescription	Les pratiquants de la Voie de la main lointaine s'entraînent à faire des flèches une extension de leurs mains. Ils maîtrisent l'utilisation des arcs et l'application des effets du ki par le biais des flèches.
Subclass/&ClassMonkTraditionZenArcherTitle	La voie de la main lointaine
Subclass/&ClassWarlockPatronDescription	Un sorcier est défini par un pacte avec un être d'un autre monde. Parfois, la relation entre le sorcier et son protecteur est semblable à celle d'un clerc et d'une divinité, bien que les êtres qui servent de protecteurs ne soient pas des dieux.
Subclass/&ClassWarlockPatronTitle	Mécène d'un autre monde
Subclass/&ConditionResistantArmorTitle	Armure résistante
Subclass/&ConditionResistnatArmorDescription	Votre armure est résistante aux dégâts d'acide, de froid, de feu, de force, de foudre, de nécrose, de poison, de psychisme, de rayonnement et de tonnerre.
Subclass/&ConditionSpellShieldArcaneDeflectionDescription	Vous pouvez utiliser vos pouvoirs arcaniques pour vous protéger en réaction. Cela vous donne +3 à votre CA jusqu'à votre prochain tour.
Subclass/&ConditionSpellShieldArcaneDeflectionTitle	Déviation arcanique
Subclass/&ConditionTransmuteConstitutionSaveDescription	Compétence temporaire de sauvegarde de Constitution accordée par le pouvoir Transmute Force.
Subclass/&ConditionTransmuteConstitutionSaveTitle	Sauvegarde de Constitution
Subclass/&ConditionTransmutePoisonDescription	Résistance temporaire à l'acide, au froid, au feu, à la foudre, à la nécrose, au poison et au tonnerre accordée par le pouvoir Transmute Force.
Subclass/&ConditionTransmutePoisonTitle	Résistance élémentaire
Subclass/&CraftingTinkererMagicItemAdeptDescription	Vous êtes adepte de la fabrication d'objets magiques. Il vous faut 1/4 du temps pour fabriquer des objets et vous appliquez le double de votre bonus de compétence lors de la fabrication.
Subclass/&CraftingTinkererMagicItemAdeptTitle	Adepte des objets magiques
Subclass/&DHWarlockSubclassElementalPatronDescription	Vous avez fait un pacte avec les primordiaux présents dans les badlands élémentaires et avez été changé par eux. Le chaos élémentaire du patron a imprégné votre âme, vous permettant d'utiliser le pouvoir de différents types d'éléments.
Subclass/&DHWarlockSubclassElementalPatronTitle	Pacte élémentaliste
Subclass/&DHWarlockSubclassRiftWalkerDescription	Ton patron est l'un des rares êtres qui considèrent le vide entre les mondes comme leur maison. Ils se glissent entre les plans avec facilité et les connaissances que vous avez acquises en interagissant avec eux vous permettent d'exploiter les énergies de la faille à votre avantage au sein de Solasta. Vous pouvez parfois ressentir une nostalgie pour le royaume lointain de votre protecteur, un désir d'errer entre les dimensions pour le reste de vos jours, ou surveiller les signes d'un autre événement de la Faille, que ce soit pour le prévenir ou l'encourager.
Subclass/&DHWarlockSubclassRiftWalkerTitle	Pacte du marcheur de la brèche
Subclass/&DruidForestGuardianDruidSubclassDescription	Cercle de la forêt Les druides gardiens ont juré de protéger les forêts et tous ceux qui y vivent. Habiles à utiliser la magie d'abjuration et le combat martial, les membres de ce cercle druidique sont des adversaires redoutables sur le champ de bataille.
Subclass/&DruidForestGuardianDruidSubclassTitle	Cercle du gardien de la forêt
Subclass/&EquipmentModifierArtificerBagOfHolderDescription	Touchez un sac et infusez-lui un espace dimensionnel supplémentaire pour l'aider à supporter plus de poids sans vous encombrer. Vous ne pouvez avoir qu'une seule de ces infusions actives à la fois. Si vous l'activez une deuxième fois, la première sera annulée.
Subclass/&EquipmentModifierArtificerBagOfHolderTitle	Sac de rétention
Subclass/&FighterMarshalCoordinatedAttackDescription	Lorsque vous touchez un ennemi avec une attaque de mêlée, vos alliés peuvent utiliser leur réaction pour effectuer une attaque d'opportunité contre votre cible.
Subclass/&FighterMarshalCoordinatedAttackTitle	Attaque coordonnée
Subclass/&FighterMarshalDescription	Habiles à étudier les faiblesses des ennemis et à coordonner les attaques des autres membres du groupe pour les exploiter, les combattants formés à cette partie martiale sont de célèbres orchestrateurs du champ de bataille.
Subclass/&FighterMarshalEncouragementPowerDescription	Le courage du maréchal inspire les membres de son groupe. Les alliés dans un rayon de 3 mètres de lui ajoutent 1d4 au jet d'attaque et au jet de sauvegarde.
Subclass/&FighterMarshalEncouragementPowerTitle	Encouragement
Subclass/&FighterMarshalEternalComradeFeatureSetDescription	Le lien entre le maréchal et son camarade traverse la frontière entre la vie et la mort. Comme action bonus, le maréchal peut invoquer un esprit de ses camarades tombés au combat pour l'aider.
Subclass/&FighterMarshalEternalComradeFeatureSetTitle	Camarade éternel
Subclass/&FighterMarshalFearlessCommanderFeatureSetDescription	Vous êtes immunisé contre les effets de la peur.
Subclass/&FighterMarshalFearlessCommanderFeatureSetTitle	Commandant sans peur
Subclass/&FighterMarshalKnowYourEnemyFeatureSetDescription	Vous ajoutez votre niveau de connaissance de votre cible actuelle à vos jets d'attaque et de dégâts.
Subclass/&FighterMarshalKnowYourEnemyFeatureSetTitle	Connaître son ennemi
Subclass/&FighterMarshalStudyYourEnemyPowerDescription	Comme action bonus, vous pouvez tenter d'augmenter vos connaissances sur votre cible en effectuant un test de Survie. Vous pouvez le faire deux fois par repos court.
Subclass/&FighterMarshalStudyYourEnemyPowerTitle	Étudier son ennemi
Subclass/&FighterMarshalSummonEternalComradePowerDescription	Invoquez 1 esprit du camarade tombé du maréchal. Chaque esprit a 45 + deux fois votre niveau de combattant en HP et sa CA est de 16 + votre bonus de compétence. Les esprits sont immunisés contre le poison, le froid, la nécrose, l'immobilisation, la paralysie et la contention. Les esprits résistent aux dégâts de feu, d'acide, de lumière et de tonnerre, ainsi qu'aux dégâts non magiques de type cisaillement, matraquage et perforation. À leur tour, ils peuvent voler jusqu'à 15 mètres et effectuer une seule attaque de mêlée qui inflige 2d6 + 5 points de dégâts magiques avec un bonus de 5 + bonus de compétence pour toucher.
Subclass/&FighterMarshalSummonEternalComradePowerTitle	Invocation d'un camarade éternel
Subclass/&FighterMarshalTitle	Maréchal
Subclass/&FighterRoyalKnightDescription	Un chevalier qui inspire la grandeur aux autres en commettant des actes de bravoure au combat. Un chevalier solitaire est un guerrier compétent, mais celui qui est à la tête d'une bande d'alliés peut transformer la milice la plus mal équipée en un féroce groupe de guerre.
Subclass/&FighterRoyalKnightTitle	Chevalier royal
Subclass/&FighterSpellShieldDescription	Les boucliers magiques sont des combattants spécialisés dans la défense et la protection. Ils utilisent la magie pour aider leurs capacités naturelles.
Subclass/&FighterSpellShieldSpellcastingDescription	Ils lancent des sorts de sorcier et des cantrips des écoles d'abjuration, d'illusion, de transmutation et de nécromancie.
Subclass/&FighterSpellShieldSpellcastingTitle	Lancer des sorts
Subclass/&FighterSpellShieldSpellResistanceDescription	Votre expérience des sorts et de la magie d'Abjuration en particulier vous a rendu résistant aux sorts lancés contre vous.
Subclass/&FighterSpellShieldSpellResistanceTitle	Résistance aux sorts
Subclass/&FighterSpellShieldTitle	Bouclier contre les sorts
Subclass/&GreenWitchDescription	Les plantes, la nature et les choses qui poussent sont le domaine de la magie verte. Normalement, il s'agit d'un type d'arcane défendu par les druides, mais certaines sorcières ont un lien étroit avec les pouvoirs de la magie verte et peuvent convaincre les plantes et les animaux de leur obéir.
Subclass/&GreenWitchMagicDescription	Vous gagnez les sorts suivants. Ces sorts comptent pour vous comme des sorts de sorcière et ne sont pas comptabilisés dans votre nombre total de sorts connus:\n{0}\n\n\n
Subclass/&GreenWitchMagicTitle	Magie verte
Subclass/&GreenWitchTitle	Sorcière verte
Subclass/&HArtilleryIncreaseDescription	Augmentation de l'arsenal d'artillerie.
Subclass/&HArtilleryIncreaseTitle	Augmentation de l'arsenal d'artillerie
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseDescription	Vous pouvez désormais infuser deux objets supplémentaires chaque jour. Ils sont destinés à être utilisés pour votre arme spéciale Weapon Smith.
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseTitle	Infusion de l'arme du forgeron
Subclass/&HealingPoolArtificerInfusionsDescription	2 fois par jour, infusez des objets avec des effets magiques.
Subclass/&HealingPoolArtificerInfusionsIncreaseDescription	Vous pouvez maintenant infuser un objet supplémentaire chaque jour.
Subclass/&HealingPoolArtificerInfusionsIncreaseTitle	Plus d'infusions
Subclass/&HealingPoolArtificerInfusionsTitle	Infusions
Subclass/&HealingPoolLifeTransmuterBonusDescription	Vous pouvez imposer votre volonté à la réalité 2 fois de plus par jour.
Subclass/&HealingPoolLifeTransmuterBonusExtraDescription	Vous pouvez imposer votre volonté à la réalité 4 fois de plus par jour.
Subclass/&HealingPoolLifeTransmuterBonusExtraTitle	Force de transmutation supplémentaire
Subclass/&HealingPoolLifeTransmuterBonusTitle	Force de transmutation supplémentaire
Subclass/&HealingPoolLifeTransmuterListDescription	Vous pouvez imposer votre volonté à la réalité avec des pouvoirs spéciaux 2 fois par jour.
Subclass/&HealingPoolLifeTransmuterListTitle	Force de transmutation
Subclass/&MagicAffinityAlchemicalSavantListDescription	Lorsque vous lancez Flèche acide et Sphère enflammée, elles se comportent comme si elles étaient lancées 2 niveaux plus haut. Vos cantrips sont également améliorés et même si l'ennemi sauve, il subit la moitié des dégâts.
Subclass/&MagicAffinityAlchemicalSavantListTitle	Sorts du Savant Elixir
Subclass/&MagicAffinityAlchemistSpellRecoveryDescription	Vous pouvez récupérer des emplacements de sorts pendant un court repos deux fois par jour.
Subclass/&MagicAffinityAlchemistSpellRecoveryTitle	Préparation alchimique
Subclass/&MagicAffinityFighterSpellShieldDescription	Avantage sur les tests de concentration ainsi que la possibilité d'exécuter les composantes somatiques des sorts tout en tenant des objets.
Subclass/&MagicAffinityFighterSpellShieldTitle	Lancer de combat
Subclass/&MagicAffinityLifeTransmuterListDescription	Lorsque vous lancez certains sorts de Transmutation et de Nécromancie, ils sont lancés à un emplacement de sort de 2 niveaux supérieurs à celui utilisé. Les sorts améliorés comprennent : Fausse vie, Cécité, Vol, Malédiction, Toucher vampirique, Fléau et Tueur de nuages. \Remarque : L'intention est de faire bénéficier l'Arme magique des mêmes avantages, mais actuellement, augmenter le niveau des sorts de cette manière sur l'Arme magique n'a aucun effet.
Subclass/&MagicAffinityLifeTransmuterListTitle	Contournement de la réalité
Subclass/&MagicAffinityMasterManipulatorDC0Description	Il est plus difficile pour les adversaires de résister à vos sorts. Le DC de sauvegarde augmente de 0.
Subclass/&MagicAffinityMasterManipulatorDC1Description	Il est plus difficile pour les adversaires de résister à vos sorts. La valeur de sauvegarde DC augmente de 1.
Subclass/&MagicAffinityMasterManipulatorDC2Description	Il est plus difficile pour les adversaires de résister à vos sorts. La valeur de sauvegarde DC augmente de 2.
Subclass/&MagicAffinityMasterManipulatorDC3Description	Il est plus difficile pour les adversaires de résister à vos sorts. La valeur de sauvegarde DC augmente de 3.
Subclass/&MagicAffinityMasterManipulatorDC4Description	Il est plus difficile pour les adversaires de résister à vos sorts. La valeur de sauvegarde DC augmente de 4.
Subclass/&MagicAffinityMasterManipulatorDC5Description	Il est plus difficile pour les adversaires de résister à vos sorts. Le score de sauvegarde augmente de 5.
Subclass/&MagicAffinityMasterManipulatorDCDescription	Il est plus difficile pour les adversaires de résister à vos sorts. Le score de sauvegarde augmente de 3.
Subclass/&MagicAffinityMasterManipulatorDCTitle	Force des arcanes
Subclass/&MagicAffinityMasterManipulatorListDescription	Lorsque vous lancez certains sorts d'enchantement, d'abjuration et d'illusion, ils sont lancés sur un emplacement de sort de 1 niveau supérieur à celui utilisé. Les sorts améliorés comprennent : Charmeur de personne, Sommeil, Vaporisateur de couleur, Retenir une personne, Invisibilité, Contre-sort, Dissipation de la magie, Bannissement, Confusion, Tueur fantasmatique, Dominer une personne et Retenir un monstre.
Subclass/&MagicAffinityMasterManipulatorListTitle	Manipulation des arcanes
Subclass/&MagicAffinityMeleeWizardConcentrationDescription	Grâce à votre expérience dans le chaos du combat, gagnez un avantage sur les tests de concentration.
Subclass/&MagicAffinityMeleeWizardConcentrationTitle	Concentration améliorée
Subclass/&MagicAffinityRoguishConArtistDC0Description	La valeur de sauvegarde de vos sorts est augmentée de 0.
Subclass/&MagicAffinityRoguishConArtistDC1Description	Votre sauvegarde contre les sorts est augmentée de 1.
Subclass/&MagicAffinityRoguishConArtistDC2Description	Votre niveau de sauvegarde contre les sorts est augmenté de 2.
Subclass/&MagicAffinityRoguishConArtistDC3Description	Votre niveau de sauvegarde contre les sorts est augmenté de 3.
Subclass/&MagicAffinityRoguishConArtistDC4Description	Votre niveau de sauvegarde des sorts augmente de 4.
