ActionAffinity/&DHFeeblemindSpellDescription	Kann keine Zauber wirken.
Subclass/&DruidForestGuardianDruidSubclassDescription	Kreis der Waldwächter-Druiden haben geschworen, die Wälder und alle, die darin leben, zu beschützen. Die Mitglieder dieses druidischen Zirkels sind geübt im Umgang mit Abschwörungsmagie und kriegerischen Kämpfen und sind furchterregende Gegner auf dem Schlachtfeld.
Subclass/&DruidForestGuardianDruidSubclassTitle	Kreis der Waldwächter
Subclass/&EquipmentModifierArtificerBagOfHolderDescription	Berühren Sie eine Tasche und füllen Sie sie mit einem extradimensionalen Raum, damit sie mehr Gewicht tragen kann, ohne Sie zu belasten. Von jeder Infusion kann immer nur eine aktiv sein. Eine zweite Aktivierung bricht die erste ab.
Subclass/&EquipmentModifierArtificerBagOfHolderTitle	Tasche des Haltens
Subclass/&FighterMarshalCoordinatedAttackDescription	Wenn Sie einen Feind mit einem Nahkampfangriff treffen, können Ihre Verbündeten ihre Reaktion nutzen, um einen Gelegenheitsangriff gegen Ihr Ziel durchzuführen.
Subclass/&FighterMarshalCoordinatedAttackTitle	Koordinierter Angriff
Subclass/&FighterMarshalDescription	Kämpfer, die in diesem kriegerischen Teil trainiert wurden, sind begabt darin, die Schwächen der Feinde zu studieren und Angriffe anderer Gruppenmitglieder zu koordinieren, um sie auszunutzen, und sind berühmte Ochestratoren des Schlachtfelds.
Subclass/&FighterMarshalEncouragementPowerDescription	Der Mut des Marschalls beflügelt sein Parteimitglied. Verbündete innerhalb von 3 m um ihn addieren 1W4 zum Angriffs- und Rettungswurf.
Subclass/&FighterMarshalEncouragementPowerTitle	Ermutigung
Subclass/&FighterMarshalEternalComradeFeatureSetDescription	Das Band zwischen dem Marschall und seinem Kameraden überschreitet die Grenze zwischen Leben und Tod. Als Bonusaktion kann der Marschall einen Geist seiner gefallenen Kameraden beschwören, um ihm im Kampf zu helfen.
Subclass/&FighterMarshalEternalComradeFeatureSetTitle	Ewiger Kamerad
Subclass/&FighterMarshalFearlessCommanderFeatureSetDescription	Du bist immun gegen Furchteffekte.
Subclass/&FighterMarshalFearlessCommanderFeatureSetTitle	Furchtloser Kommandant
Subclass/&FighterMarshalKnowYourEnemyFeatureSetDescription	Sie addieren Ihren Wissensstand über Ihr aktuelles Ziel zu Ihren Angriffs- und Schadenswürfen.
Subclass/&FighterMarshalKnowYourEnemyFeatureSetTitle	Kenne deinen Feind
Subclass/&FighterMarshalStudyYourEnemyPowerDescription	Als Bonusaktion kannst du versuchen, dein Wissen über dein Ziel zu erweitern, indem du einen Wurf auf Überleben würfelst. Sie können dies zweimal pro kurzer Pause tun.
Subclass/&FighterMarshalStudyYourEnemyPowerTitle	Studiere deinen Feind
Subclass/&FighterMarshalSummonEternalComradePowerDescription	Beschwöre 1 Geist des gefallenen Kameraden des Marschalls. Jeder Geist hat 45 + das Doppelte deines Kämpferlevels an HP und seine RK ist 16 + dein Fertigkeitsbonus. Die Geister sind immun gegen Gift, Kälte, nekrotische, anfällige, gelähmte und zurückgehaltene Zustände. Die Geister haben Resistenz gegen Feuer-, Säure-, Blitz- und Donnerschaden sowie Resistenz gegen nichtmagischen Hieb-, Knüppel- und Stichschaden. Wenn sie an der Reihe sind, können sie bis zu 50 Fuß hoch fliegen und einen einzelnen Nahkampfwaffenangriff ausführen, der 2W6 + 5 magischen Hiebschaden mit einem Bonus von 5 + Geschicklichkeitsbonus auf Treffer verursacht.
Subclass/&FighterMarshalSummonEternalComradePowerTitle	Beschwöre den ewigen Kameraden
Subclass/&FighterMarshalTitle	Marschall
Subclass/&FighterRoyalKnightDescription	Ein Ritter, der andere zu Größe inspiriert, indem er mutige Taten im Kampf begeht. Ein einsamer Ritter ist ein erfahrener Krieger, aber einer, der eine Gruppe von Verbündeten anführt, kann selbst die am schlechtesten ausgerüstete Miliz in eine wilde Kriegsbande verwandeln.
Subclass/&FighterRoyalKnightTitle	königlicher Ritter
Subclass/&FighterSpellShieldDescription	Zauberschilde sind Kämpfer, die sich auf Verteidigung und Schutz spezialisiert haben. Sie verwenden Magie, um ihre natürlichen Fähigkeiten zu unterstützen.
Subclass/&FighterSpellShieldSpellcastingDescription	Wirke Zaubersprüche und Cantrips aus den Schulen Abjuration, Illusion, Transmutation und Nekromantie.
Subclass/&FighterSpellShieldSpellcastingTitle	Zaubern
Subclass/&FighterSpellShieldSpellResistanceDescription	Deine Erfahrung mit Zaubersprüchen und insbesondere der Bannzaubermagie hat dich resistent gegen gegen dich gerichtete Zauber gemacht.
Subclass/&FighterSpellShieldSpellResistanceTitle	Zauberwiderstand
Subclass/&FighterSpellShieldTitle	Zauberschild
Subclass/&GreenWitchDescription	Pflanzen, Natur und Dinge, die wachsen, sind die Domäne der grünen Magie. Normalerweise eine Art von Arkana, die von Druiden verfochten wird, haben einige Hexen eine enge Verbindung zu den Kräften der grünen Magie und können Pflanzen und Tiere dazu bringen, ihr Gebot abzugeben.
Subclass/&GreenWitchMagicDescription	Du erhältst die folgenden Zauber. Diese Zaubersprüche zählen für dich als Hexenzauber und zählen nicht zu deiner Gesamtzahl an bekannten Zaubersprüchen:\n{0}
Subclass/&GreenWitchMagicTitle	Grüne Magie
Subclass/&GreenWitchTitle	Grüne Hexe
Subclass/&HArtilleryIncreaseDescription	Erhöhung des Artilleriepools.
Subclass/&HArtilleryIncreaseTitle	Erhöhung des Artilleriepools
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseDescription	Sie können jetzt jeden Tag zwei zusätzliche Gegenstände infundieren. Diese sind für Ihre spezielle Waffenschmiede-Waffe bestimmt.
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseTitle	Waffe Schmied Waffeninfusion
Subclass/&HealingPoolArtificerInfusionsDescription	Ergänze Gegenstände 2-mal täglich mit magischen Effekten.
Subclass/&HealingPoolArtificerInfusionsIncreaseDescription	Sie können jetzt jeden Tag ein zusätzliches Item infundieren.
Subclass/&HealingPoolArtificerInfusionsIncreaseTitle	Mehr Aufgüsse
Subclass/&HealingPoolArtificerInfusionsTitle	Aufgüsse
Subclass/&HealingPoolLifeTransmuterBonusDescription	Sie können Ihren Willen in der Realität 2 weitere Male pro Tag durchsetzen.
Subclass/&HealingPoolLifeTransmuterBonusExtraDescription	Sie können Ihren Willen in der Realität 4 weitere Male pro Tag durchsetzen.
Subclass/&HealingPoolLifeTransmuterBonusExtraTitle	Zusätzliche Transmutationskraft
Subclass/&HealingPoolLifeTransmuterBonusTitle	Zusätzliche Transmutationskraft
Subclass/&HealingPoolLifeTransmuterListDescription	Du kannst deinen Willen mit Spezialkräften 2 Mal pro Tag in die Realität umsetzen.
Subclass/&HealingPoolLifeTransmuterListTitle	Kraft umwandeln
Subclass/&MagicAffinityAlchemicalSavantListDescription	Beim Wirken von Säurepfeil und Flammenkugel verhalten sie sich, als ob sie 2 Stufen höher gewirkt würden. Ihre Cantrips werden ebenfalls verstärkt, sodass sie selbst dann, wenn der Feind rettet, immer noch den halben Schaden erleiden.
Subclass/&MagicAffinityAlchemicalSavantListTitle	Elixiergelehrte Zauber
Subclass/&MagicAffinityAlchemistSpellRecoveryDescription	Ihr könnt während einer kurzen Pause zweimal täglich Zauberslots wiederherstellen.
Subclass/&MagicAffinityAlchemistSpellRecoveryTitle	Alchemistische Zubereitung
Subclass/&MagicAffinityFighterSpellShieldDescription	Vorteil bei Konzentrationswürfen sowie die Fähigkeit, somatische Komponenten von Zaubersprüchen auszuführen, während Gegenstände gehalten werden.
Subclass/&MagicAffinityFighterSpellShieldTitle	Kampf-Casting
Subclass/&MagicAffinityLifeTransmuterListDescription	Wenn einige Transmutations- und Nekromantiezauber gewirkt werden, werden sie auf einem Zauberplatz gewirkt, der 2 Stufen höher ist als der verwendete. Zu den verbesserten Zaubern gehören: Falsches Leben, Blindheit, Fliegen, Fluch verleihen, Vampirberührung, Seuche und Wolkentötung.\n--Hinweis: Es ist beabsichtigt, auch den Vorteil von Magischer Waffe zu haben, aber derzeit hat das Erhöhen des Zauberlevels auf Magische Waffe auf diese Weise keine Wirkung.
Subclass/&MagicAffinityLifeTransmuterListTitle	Realitätsbeugung
Subclass/&MagicAffinityMasterManipulatorDC0Description	Es ist schwieriger für Gegner, Ihren Zaubern zu widerstehen. Der SG des Rettungswurfs erhöht sich um 0.
Subclass/&MagicAffinityMasterManipulatorDC1Description	Es ist schwieriger für Gegner, Ihren Zaubern zu widerstehen. Der SG des Rettungswurfs erhöht sich um 1.
Subclass/&MagicAffinityMasterManipulatorDC2Description	Es ist schwieriger für Gegner, Ihren Zaubern zu widerstehen. Der SG des Rettungswurfs erhöht sich um 2.
Subclass/&MagicAffinityMasterManipulatorDC3Description	Es ist schwieriger für Gegner, Ihren Zaubern zu widerstehen. Der SG des Rettungswurfs erhöht sich um 3.
Subclass/&MagicAffinityMasterManipulatorDC4Description	Es ist schwieriger für Gegner, Ihren Zaubern zu widerstehen. Der SG des Rettungswurfs erhöht sich um 4.
Subclass/&MagicAffinityMasterManipulatorDC5Description	Es ist schwieriger für Gegner, Ihren Zaubern zu widerstehen. Der SG des Rettungswurfs erhöht sich um 5.
Subclass/&MagicAffinityMasterManipulatorDCDescription	Es ist schwieriger für Gegner, Ihren Zaubern zu widerstehen. Der SG des Rettungswurfs erhöht sich um 3.
Subclass/&MagicAffinityMasterManipulatorDCTitle	Arkane Kraft
Subclass/&MagicAffinityMasterManipulatorListDescription	Wenn einige Verzauberungs-, Bann- und Illusionszauber gewirkt werden, werden sie mit einem Zauberplatz gewirkt, der 1 Stufe höher ist als der verwendete. Zu den verbesserten Zaubern gehören: Person bezaubern, Schlaf, Farbspray, Person festhalten, Unsichtbarkeit, Gegenzauber, Magie bannen, Verbannung, Verwirrung, Phantasmal Killer, Person beherrschen und Monster festhalten.
Subclass/&MagicAffinityMasterManipulatorListTitle	Arkane Manipulation
Subclass/&MagicAffinityMeleeWizardConcentrationDescription	Verschaffen Sie sich aufgrund der Erfahrung im Chaos des Kampfes einen Vorteil bei Konzentrationswürfen.
Subclass/&MagicAffinityMeleeWizardConcentrationTitle	Verbesserte Konzentration
Subclass/&MagicAffinityRoguishConArtistDC0Description	Der SG deines Zauberwurfs erhöht sich um 0.
Subclass/&MagicAffinityRoguishConArtistDC1Description	Der SG deines Zauberwurfs erhöht sich um 1.
Subclass/&MagicAffinityRoguishConArtistDC2Description	Der SG deines Zauberwurfs erhöht sich um 2.
Subclass/&MagicAffinityRoguishConArtistDC3Description	Der SG deines Zauberwurfs erhöht sich um 3.
Subclass/&MagicAffinityRoguishConArtistDC4Description	Der SG deines Zauberwurfs erhöht sich um 4.
Subclass/&MagicAffinityRoguishConArtistDC5Description	Der SG deines Zauberwurfs erhöht sich um 5.
Subclass/&MagicAffinityRoguishConArtistDCTitle	Verbesserte Manipulation
Subclass/&MagicAffinitySpellMasterBonusScribingDescription	Schreiben Sie einen zusätzlichen Zauber bei jedem Levelaufstieg.
Subclass/&MagicAffinitySpellMasterBonusScribingTitle	Breite des Wissens
Subclass/&MagicAffinitySpellMasterRecoveryDescription	Einmal pro langer Rast kannst du Zauberslots wiederherstellen (zusätzlich zur Arkanen Erholung).
Subclass/&MagicAffinitySpellMasterRecoveryTitle	Arkane Tiefe
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedDescription	Unbegrenzt oft kannst du Zauberslots wiederherstellen (zusätzlich zur Arkanen Wiederherstellung).
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedTitle	Arkane Tiefe
Subclass/&MagicAffinitySpellMasterScribingDescription	Das Schreiben von Zaubersprüchen dauert 1/4 der Zeit und Kosten, und Sie haben einen Vorteil.
Subclass/&MagicAffinitySpellMasterScribingTitle	Meister Schreiber
Subclass/&ManipulatorMentalSavingThrowsDescription	Erlange Erfahrung in Rettungswürfen mit Konstitution und Charisma.
Subclass/&ManipulatorMentalSavingThrowsTitle	Geistiger Widerstand
Subclass/&MarshalEternalComradeDescription	Gefallener Kamerad
Subclass/&MarshalEternalComradeTitle	Gefallener Kamerad
Subclass/&OpportunistDescription	Opportunisten sind diejenigen, die niemals eine Chance auslassen, ihre Feinde zu erledigen. Sie stechen schnell und stechen dort, wo es darauf ankommt. Nicht viele, denen sie gegenüberstanden, können unbeschadet davonkommen.
Subclass/&OpportunistTitle	Opportunist
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponDescription	Du verleihst deiner Waffe Kraft. Deine Angriffe zählen als magisch und du addierst deine +7 zu deinen Angriffs- und Schadenswürfen hinzu. Von jeder Infusion kann immer nur eine aktiv sein. Eine zweite Aktivierung bricht die erste ab.
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponTitle	Verbesserte Infusionswaffe
Subclass/&PowerArtificerBattleSmithInfuseWeaponDescription	Du verleihst deiner Waffe Kraft. Deine Angriffe zählen als magisch und du nutzt deine Intelligenz für Angriffs- und Schadenswürfe bis zur nächsten langen Pause.
Subclass/&PowerArtificerBattleSmithInfuseWeaponTitle	Waffe einflößen
Subclass/&PowerInfuseArmorMagicalStrengthDescription	Ergänze Rüstungen mit magischer Stärke. Du erhältst einen Vorteil bei Stärke-Fähigkeitswürfen und Rettungswürfen. Von jeder Infusion kann immer nur eine aktiv sein. Eine zweite Aktivierung bricht die erste ab.
Subclass/&PowerInfuseArmorMagicalStrengthTitle	Rüstung der magischen Stärke
Subclass/&PowerInfuseDarkvisionDescription	Verleihen Sie einer Brille die Fähigkeit, im Dunkeln zu sehen. Von jeder Infusion kann immer nur eine aktiv sein. Eine zweite Aktivierung bricht die erste ab. Von jeder Infusion kann immer nur eine aktiv sein. Eine zweite Aktivierung bricht die erste ab.
Subclass/&PowerInfuseDarkvisionTitle	Brille der Nacht
Subclass/&PowerInfuseMindSharpenerDescription	Ergänze eine Rüstung oder Robe mit der Fähigkeit, deine Konzentration beim Zaubern zu unterstützen. Du erhältst einen Vorteil bei Konzentrationswürfen und jeder Schaden unter 20 löst keinen Wurf aus. Von jeder Infusion kann immer nur eine aktiv sein. Eine zweite Aktivierung bricht die erste ab.
Subclass/&PowerInfuseMindSharpenerTitle	Geistschärfer
Subclass/&PowerInfuseResistantArmorDescription	Verleihe deiner Rüstung Schadensresistenz. Es wird resistent gegen Säure-, Kälte-, Feuer-, Kraft-, Blitz-, Nekrotik-, Gift-, psychische, strahlende und Donnerschäden. Von jeder Infusion kann immer nur eine aktiv sein. Eine zweite Aktivierung bricht die erste ab.
Subclass/&PowerInfuseResistantArmorTitle	Widerstandsfähige Rüstung
Subclass/&PowerManipulatorDominatePersonDescription	Du kannst Person beherrschen so oft pro langer Pause verwenden, wie es deinem Intelligenzmodifikator entspricht.
Subclass/&PowerManipulatorDominatePersonTitle	Person dominieren
Subclass/&PowerSpellRefuelingRingDescription	Wenn Sie dies aktivieren, gewinnen Sie die Hälfte Ihres Levels an Zauberslots zurück.
Subclass/&PowerSpellRefuelingRingTitle	Zauber-Auftankring
Subclass/&PowerSpellShieldArcaneDeflectionDescription	Du kannst deine arkanen Kräfte einsetzen, um dich als Reaktion abzuschirmen. Dadurch erhältst du bis zu deinem nächsten Zug +{0} auf deine AC.
Subclass/&PowerSpellShieldArcaneDeflectionTitle	Arkane Ablenkung
Subclass/&PowerSpellShieldRangedDeflectionDescription	Wenn ein Angreifer, den du sehen kannst, dich mit einem Fernkampfangriff oder Zauber trifft, kannst du deine Reaktion nutzen, um den Schaden des Angriffs gegen dich zu halbieren.
Subclass/&PowerSpellShieldRangedDeflectionTitle	Fernablenkung
Subclass/&PowerTinkererSoulOfArtificeSavesDescription	Ihre Rüstung ist von magischen Verbesserungen Ihrer Fähigkeit durchdrungen, schlechte Auswirkungen zu vermeiden. Du erhältst 3W4 für jeden Rettungswurf, den du machst.
Subclass/&PowerTinkererSoulOfArtificeSavesTitle	Seele des Tüftlers
Subclass/&PowerTinkererSpellStoringItemDescription	Als Bonusaktion kannst du Zauberslots zurückgewinnen. Du kannst dies so oft am Tag tun, wie es deinem Intelligenzmodifikator entspricht.
Subclass/&PowerTinkererSpellStoringItemTitle	Zauberspeichergegenstand
Subclass/&PowerTransmuteConstitutionDescription	Benutze deine Transmutationskraft, um Konstitutionswürfe bis zur nächsten langen Pause zu beherrschen.
Subclass/&PowerTransmuteConstitutionTitle	Verfassung speichert
Subclass/&PowerTransmuteDarkvisionDescription	Nutze deine Transmutierungskraft, um bis zur nächsten langen Pause überlegene Dunkelsicht zu gewähren.
Subclass/&PowerTransmuteDarkvisionTitle	Überlegene Dunkelsicht
Subclass/&PowerTransmuteElementalResistanceDescription	Nutze deine Transmutierungskraft, um bis zum Ende deiner nächsten langen Rast Widerstand gegen Säure-, Kälte-, Feuer-, Blitz-, Nekrotik-, Gift- und Donnerschaden zu gewähren.
Subclass/&PowerTransmuteElementalResistanceTitle	Elementarer Widerstand
Subclass/&PowerTransmuteFlyDescription	Benutze deine Transmutierungskraft, um die Fähigkeit zu fliegen zu gewähren.
Subclass/&PowerTransmuteFlyTitle	Fliegen
Subclass/&PowerTransmuteHealDescription	Nutze deine Transmutierungskraft, um bis zu 6 Ziele zu heilen.
Subclass/&PowerTransmuteHealTitle	Heilen
Subclass/&PowerTransmuteReviveDescription	Verwenden Sie Ihre Transmute Force, um einen Charakter wiederzubeleben (innerhalb von 1 Minute nach seinem Tod).
Subclass/&PowerTransmuteReviveTitle	Beleben
Subclass/&PurpleWitchDescription	Lila Magie herrscht über die Bereiche der Illusionen und Verzauberungen, die den Geist der Menschen beherrschen, und über alles, was nicht ganz so ist, wie es scheint. Praktizierende dieser Form der Magie sind Puppenspieler, die die scheinbare Realität ihrer Umgebung zu ihrem Vorteil gestalten.
Subclass/&PurpleWitchMagicDescription	Du erhältst die folgenden Zauber. Diese Zaubersprüche zählen für dich als Hexenzauber und zählen nicht zu deiner Gesamtzahl an bekannten Zaubersprüchen:\n {0}
Subclass/&PurpleWitchMagicTitle	Lila Magie
Subclass/&PurpleWitchTitle	Lila Hexe
Subclass/&RangerArcanistRangerSubclassDescription	Der Waldläufer-Arkanist verschmilzt seine Waldläufer-Fähigkeiten mit arkanen Fähigkeiten. Ihre Waffen können ihre Gegner mit dem Zeichen des Arkanisten belegen, und sie haben gelernt, einige Zaubersprüche als Teil ihres Zauberrepertoires für Waldläufer zu wirken.
