ActionAffinity/&DHFeeblemindSpellDescription	Incapaz de lançar feitiços
Subclass/&MagicAffinitySpellMasterScribingDescription	Escrever feitiços leva 1/4 do tempo e custo, e você tem vantagem
Subclass/&MagicAffinitySpellMasterScribingTitle	Escriba Mestre
Subclass/&ManipulatorMentalSavingThrowsDescription	Ganhe proficiência em testes de resistência com Constituição e Carisma
Subclass/&ManipulatorMentalSavingThrowsTitle	Resistência Mental
Subclass/&OpportunistDescription	Oportunistas são aqueles que nunca perdem a chance de terminar as lâminas de seus inimigos. Eles apunhalam rápido e apunhalam onde importa. Poucos os enfrentaram podem escapar ilesos
Subclass/&OpportunistTitle	Oportunista
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponDescription	Você infunde sua arma com poder. Seus ataques contam como Mágicos e você adiciona +7 às suas jogadas de ataque e dano. Observe que você só pode ter uma infusão ativa uma vez. Ativá-lo uma segunda vez cancelará a primeira
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponTitle	Arma de Infusão Aprimorada
Subclass/&PowerArtificerBattleSmithInfuseWeaponDescription	Você infunde sua arma com poder. Seus ataques contam como Mágicos e você usa sua inteligência para jogadas de ataque e dano até o próximo descanso longo
Subclass/&PowerArtificerBattleSmithInfuseWeaponTitle	Infundir Arma
Subclass/&PowerInfuseArmorMagicalStrengthDescription	Infundir armadura com força mágica. Você ganha vantagem em testes de habilidade de força e testes de resistência. Observe que você só pode ter uma infusão ativa uma vez. Ativá-lo uma segunda vez cancelará a primeira
Subclass/&PowerInfuseArmorMagicalStrengthTitle	Armadura de Força Mágica
Subclass/&PowerInfuseDarkvisionDescription	Infundir a capacidade de ver no escuro em um par de óculos. Observe que você só pode ter uma infusão ativa uma vez. Ativá-lo uma segunda vez cancelará a primeira. Observe que você só pode ter uma infusão ativa uma vez. Ativá-lo uma segunda vez cancelará a primeira
Subclass/&PowerInfuseDarkvisionTitle	óculos de noite
Subclass/&PowerInfuseMindSharpenerDescription	Infundir uma armadura ou túnica com a habilidade de ajudar a sua concentração de lançamento de feitiços. Você ganha vantagem em testes de concentração e qualquer dano menor que 20 não desencadeia um teste. Observe que você só pode ter uma infusão ativa uma vez. Ativá-lo uma segunda vez cancelará a primeira
Subclass/&PowerInfuseMindSharpenerTitle	Afiador de Mentes
Subclass/&PowerInfuseResistantArmorDescription	Infundir resistência a danos em sua armadura. Torna-se resistente a dano de ácido, frio, fogo, força, raio, necrótico, veneno, psíquico, radiante e trovão. Observe que você só pode ter uma infusão ativa uma vez. Ativá-lo uma segunda vez cancelará a primeira
Subclass/&PowerInfuseResistantArmorTitle	Armadura Resistente
Subclass/&PowerManipulatorDominatePersonDescription	Você pode usar Dominar Pessoa um número de vezes por descanso longo igual ao seu modificador de inteligência
Subclass/&PowerManipulatorDominatePersonTitle	Dominar pessoa
Subclass/&PowerSpellRefuelingRingDescription	Quando você ativa isso, você recupera metade do seu nível nos espaços de magia
Subclass/&PowerSpellRefuelingRingTitle	Anel de reabastecimento de feitiços
Subclass/&PowerSpellShieldArcaneDeflectionDescription	Você pode usar seus poderes arcanos para se proteger como uma reação. Isso lhe dá +{0} na sua CA até o seu próximo turno
Subclass/&PowerSpellShieldArcaneDeflectionTitle	Deflexão Arcana
Subclass/&PowerSpellShieldRangedDeflectionDescription	Quando um atacante que você pode ver o atinge com um ataque à distância ou feitiço, você pode usar sua reação para reduzir pela metade o dano do ataque contra você
Subclass/&PowerSpellShieldRangedDeflectionTitle	Deflexão à distância
Subclass/&PowerTinkererSoulOfArtificeSavesDescription	Imbuídas em sua armadura estão melhorias mágicas em sua habilidade de evitar efeitos ruins. Você ganha 3d4 para cada teste de resistência que fizer
Subclass/&PowerTinkererSoulOfArtificeSavesTitle	Alma de Tinker
Subclass/&PowerTinkererSpellStoringItemDescription	Como uma ação bônus, você pode recuperar espaços de magia. Você pode fazer isso um número de vezes por dia igual ao seu modificador Intellifence
Subclass/&PowerTinkererSpellStoringItemTitle	Item de armazenamento de feitiços
Subclass/&PowerTransmuteConstitutionDescription	Use sua Força de Transmutação para conceder proficiência em Resistências de Constituição até o próximo descanso longo
Subclass/&PowerTransmuteConstitutionTitle	Salvamentos de Constituição
Subclass/&PowerTransmuteDarkvisionDescription	Use sua Força de Transmutação para conceder Visão no Escuro Superior até o próximo descanso longo
Subclass/&PowerTransmuteDarkvisionTitle	Visão no escuro superior
Subclass/&PowerTransmuteElementalResistanceDescription	Use sua Força de Transmutação para conceder resistência a Ácido, Frio, Fogo, Relâmpago, Necrótico, Trovão e Veneno até o próximo descanso longo
Subclass/&PowerTransmuteElementalResistanceTitle	Resistência Elementar
Subclass/&PowerTransmuteFlyDescription	Use sua Força de Transmutação para conceder a habilidade de voar
Subclass/&PowerTransmuteFlyTitle	Mosca
Subclass/&PowerTransmuteHealDescription	Use sua Força de Transmutação para curar até 6 alvos
Subclass/&PowerTransmuteHealTitle	Curar
Subclass/&PowerTransmuteReviveDescription	Use sua Força de Transmutação para reviver um personagem (dentro de 1 minuto de sua morte)
Subclass/&PowerTransmuteReviveTitle	Reviver
Subclass/&PurpleWitchDescription	A magia púrpura domina os domínios das ilusões e encantamentos que dominam a mente das pessoas, e qualquer coisa que não seja exatamente o que parece. Os praticantes desta forma de magia são mestres de marionetes, moldando a aparente realidade daqueles ao seu redor para sua vantagem
Subclass/&PurpleWitchMagicDescription	Você ganha as seguintes magias. Esses feitiços contam como feitiços de Bruxa para você e não contam para o número total de feitiços conhecidos:\n {0}
Subclass/&PurpleWitchMagicTitle	Magia Roxa
Subclass/&PurpleWitchTitle	Bruxa Púrpura
Subclass/&RangerArcanistRangerSubclassDescription	O Arcanista Ranger combina suas habilidades de ranger com habilidades arcanas. Suas armas podem afligir seus oponentes com a Marca do Arcanista, e aprenderam a lançar alguns feitiços de Mago como parte de seu repertório de feitiços de Ranger
Subclass/&RangerArcanistRangerSubclassTitle	Arcanista Ranger
Subclass/&RedWitchDescription	A magia arcana ligada à canalização dos elementos é considerada magia vermelha e é extremamente perigosa quando usada. Bruxas que se especializam em magia vermelha estão entre os feiticeiros mais mortais que existem, canalizando sua maldição em ira arcana desimpedida
Subclass/&RedWitchMagicDescription	Você ganha as seguintes magias. Esses feitiços contam como feitiços de Bruxa para você e não contam para o número total de feitiços conhecidos:\n {0}
Subclass/&RedWitchMagicTitle	Magia Vermelha
Subclass/&RedWitchTitle	Bruxa Vermelha
Subclass/&RoguishConArtistDescription	Vigaristas são ladinos que se especializam em enganar e enganar os outros. Eles usam magia para ajudar suas habilidades naturais de manipulação
Subclass/&RoguishConArtistFeintConditionDescription	Ser enganado concede vantagem no próximo ataque
Subclass/&RoguishConArtistFeintConditionTitle	Enganado
Subclass/&RoguishConArtistFeintDescription	Ganhe a habilidade de fintar em combate como uma ação bônus. Se o alvo falhar no teste de resistência, isso concede vantagem no próximo ataque contra o alvo
Subclass/&RoguishConArtistFeintTitle	Finta
Subclass/&RoguishConArtistMentalSavingThrowsDescription	Você ganha proficiência em testes de resistência de Sabedoria e Carisma
Subclass/&RoguishConArtistMentalSavingThrowsTitle	Força mental
Subclass/&RoguishConArtistSpellcastingDescription	Lance feitiços e truques de mago das escolas de Conjuração, Encantamento, Ilusão e Transmutação. O Vigarista usa Carisma para lançar seus feitiços
Subclass/&RoguishConArtistSpellcastingTitle	Feitiço
Subclass/&RoguishConArtistTitle	Vigarista
Subclass/&ScoutSentinelTinkererSubclassDescription	Um funileiro Scout Sentinel modifica a armadura para melhorar sua função, proporcionando proteção e mobilidade aprimoradas
Subclass/&ScoutSentinelTinkererSubclassTitle	Sentinela Escoteira
Subclass/&SpellShieldAdditionalActionDescription	Você pode lançar um feitiço depois de derrotar um inimigo com seus ataques de arma
Subclass/&SpellShieldAdditionalActionTitle	Combate a Feitiços
Subclass/&TactitionFighterSubclassDescription	O Estrategista usa seu conhecimento e poder no campo de batalha para realizar diferentes jogadas conforme necessário. Eles podem derrubar inimigos, inspirar seus aliados e entrar em contra-ataques mortais contra seus inimigos
Subclass/&TactitionFighterSubclassTitle	O Estrategista
Subclass/&TinkererFlashOfGeniusConditionDescription	Inspirado por um lampejo de gênio para ter um bônus em testes de habilidade e testes de resistência
Subclass/&TinkererFlashOfGeniusConditionTitle	Flash de Gênio
Subclass/&TinkererFlashOfGeniusPowerDescription	Você pode usar sua genialidade para inspirar a si mesmo e aos outros em testes de habilidade e testes de resistência
Subclass/&TinkererFlashOfGeniusPowerTitle	Flash de Gênio
Subclass/&TinkererMagicalTinkeringDescription	Ganhe a habilidade de fazer vários efeitos menores (Dazzle, Sparkle, Shine)
Subclass/&TinkererMagicalTinkeringTitle	Consertos Mágicos
Subclass/&TraditionArcaneFighterDescription	Canalize sua magia em ataques de armas
Subclass/&TraditionArcaneFighterTitle	Lutador Arcano
Subclass/&TraditionLifeTransmuterDescription	Mestres da manipulação da matéria e da energia vital
Subclass/&TraditionLifeTransmuterTitle	Transmutador de Vida
Subclass/&TraditionMasterManipulatorDescription	Os Mestres Manipuladores se destacam em controlar o campo de batalha e impedir que seus inimigos possam atacá-los
Subclass/&TraditionMasterManipulatorTitle	Manipulador Mestre
Subclass/&TraditionSpellMasterBonusCantripsDescription	Ganhe 2 truques extras conhecidos
Subclass/&TraditionSpellMasterBonusCantripsTitle	Truques de bônus
Subclass/&TraditionSpellMasterDescription	Os mestres de feitiços mergulham na magia e tentam aprender todos os feitiços em que podem colocar as mãos. Eles são incomparáveis ​​em seu conhecimento de feitiços
Subclass/&TraditionSpellMasterExtraPreparedDescription	Prepare feitiços adicionais de modificador de inteligência para que você sempre tenha o que precisa
Subclass/&TraditionSpellMasterExtraPreparedTitle	Preparado Extra
Subclass/&TraditionSpellMasterPreparedDescription	Prepare feitiços adicionais de bônus de proficiência para que você sempre tenha o que precisa
Subclass/&TraditionSpellMasterPreparedTitle	Esteja preparado
Subclass/&TraditionSpellMasterSpellResistanceDescription	Seu treinamento com magia lhe dá vantagem em testes de resistência contra feitiços
Subclass/&TraditionSpellMasterSpellResistanceTitle	Resistência à Magia
Subclass/&TraditionSpellMasterTitle	Mestre de Feitiços
Subclass/&WarlockAncientForestDescription	Você forjou um relacionamento com uma poderosa entidade da natureza: Dríades Antigas, Arquidruidas, Manifestações da Faéria sangrando no plano material, deuses esquecidos de uma era primitiva. Seu patrono pode desejar que você proteja o mundo natural, viaje para terras distantes que ele não pode, ou pode ter outro motivo que parece inescrutável para mortais de vida curta.
Subclass/&WarlockAncientForestTitle	Pacto da Floresta Antiga
Subclass/&WarlockMoonLitDescription	Seu patrono é um espírito da lua, uma entidade que incorpora a natureza cíclica da luz e da escuridão. Esses espíritos procuram manter o poder da lua sobre o céu noturno enquanto mantêm os poderes profanos que perseguem a escuridão e encarregam seus feiticeiros com o mesmo, concedendo-lhes o comando sobre os poderes da lua e seus efeitos.
Subclass/&WarlockMoonLitTitle	Pacto MoonLit
Subclass/&WarlockToadKingDescription	Fey, demônio ou aberração causada pelo Cataclismo, a verdadeira natureza do Toad King não é conhecida, mas sabe-se que o Toad King governa uma grande área de pântanos e pântanos dentro das Badlands e oferece poder para aqueles dispostos a servir.
Subclass/&WarlockToadKingTitle	Pacto Rei Sapo
Subclass/&WarlockUrPriestDescription	Enquanto a grande maioria dos conjuradores divinos obtêm seus poderes de uma divindade, há aqueles que desprezam os deuses. Aqueles que se chamam Ur-sacerdotes aprenderam a sugar as energias divinas concedidas pelos deuses aos seus conjuradores divinos, usando-as para suas próprias necessidades sem dar nem mesmo palavrões a nenhum deus. Como um Ur-sacerdote, você difere da maioria dos feiticeiros, sem um patrono que lhe conceda seu poder. Invocações sobrenaturais que você descobre são formas distorcidas de magia que os deuses podem conceder a seus patronos, enquanto as Dádivas do Pacto são provavelmente artefatos divinos que você conseguiu roubar
Subclass/&WarlockUrPriestTitle	Pacto UrPriest
Subclass/&WeaponProfArcaneFighterDescription	A experiência em combate deu ao Arcane Fighter treinamento em Armas Simples e Marciais
Subclass/&WeaponProfArcaneFighterTitle	Treinamento de Armas
Subclass/&WeaponProfArtificerBattleSmithDescription	A experiência em combate deu ao Weapon Smith treinamento em Armas Marciais
Subclass/&WeaponProfArtificerBattleSmithTitle	Treinamento de Armas
Subclass/&WhiteWitchDescription	A magia branca é fundamentalmente boa e benevolente para todas as coisas vivas. As bruxas que adotam esse ofício, apesar da odiosa maldição que as infecta, muitas vezes se dedicam à cura e ao cuidado, com a intenção de melhorar o mundo.
Subclass/&WhiteWitchMagicDescription	Você ganha as seguintes magias. Esses feitiços contam como feitiços de Bruxa para você e não contam para o número total de feitiços conhecidos:\n {0}
Subclass/&WhiteWitchMagicTitle	Magia branca
Subclass/&WhiteWitchTitle	bruxa branca
Subclass/&WitchSubclassPathDescription	Seu conhecimento de magia culminou em se juntar a um Coven, um círculo inato de bruxas que mergulham em um caminho específico de feitiçaria e maldições
Subclass/&WitchSubclassPathTitle	Covens de bruxas
ToolTip/&CheckBoxDefaultPartyTitle	Marque esta caixa para definir sua parte padrão ao iniciar novas aventuras ou testar locais personalizados. Você pode selecionar até {0} heróis por ordem de chegada
Tooltip/&CustomPortraitPoolClassMonkKiPool	Você pode aproveitar a energia mística do ki. Seu acesso a essa energia é representado por vários pontos de ki. A quantidade máxima é igual ao seu nível de monge. Todos os pontos gastos são recuperados em descanso curto ou longo. Você pode gastar esses pontos para alimentar vários recursos de ki
