ActionAffinity/&DHFeeblemindSpellDescription	Incapaz de lançar feitiços
Subclass/&BloodWitchDescription	Proibido pela maioria dos cobaias de bruxas, a magia do sangue se concentra no uso de feitiços escuros e hexes mortais que extraem da própria essência do feiticeiro. É fundamentalmente mais perigosa do que outras feitiçarias, mas seus muitos riscos vêm com recompensas copiosas.
Subclass/&BloodWitchMagicDescription	Você ganha os seguintes feitiços. Estes feitiços contam como feitiços de bruxaria para você e não contam contra seu número total de feitiços conhecidos. \Nível 1: Entangle, Goodberry Nível 2: Barkskin, Proteção contra o veneno Nível 3: Conjurar animais, Criar alimento Nível 4: Inseto gigante, Stoneskin Nível 5: Dissipar o mal e o bem, Peste de inseto
Subclass/&BloodWitchMagicTitle	Magia Sanguínea
Subclass/&BloodWitchTitle	Bruxa de sangue
Subclass/&CancelCancelElixirFlyDescription	Acabar com a condição de mosca do Elixir fabricante de poção.
Subclass/&CancelCancelElixirFlyTitle	Cancelar a mosca
Subclass/&CancelCancelElixirResilienceDescription	Fim da condição de Resiliência do Elixir Criador de Poção.
Subclass/&CancelCancelElixirResilienceTitle	Cancelar a resiliência
Subclass/&CancelCancelElixirSwiftnessDescription	Acabe com a condição de rapidez do Elixir Criador de Poção.
Subclass/&CancelCancelElixirSwiftnessTitle	Cancelar a Rapidez
Subclass/&ClassWarlockPatronDescription	Um mago é definido por um pacto com um ser de outro mundo. Às vezes a relação entre feiticeiro e patrono é como a de um clérigo e uma divindade, embora os seres que servem como patronos não sejam deuses.
Subclass/&ClassWarlockPatronTitle	Outras palavras patrono
Subclass/&ConditionResistantArmorTitle	Armadura Resistente
Subclass/&ConditionResistnatArmorDescription	Sua armadura é resistente a ácido, frio, fogo, força, raios, necrótico, veneno, psíquico, radiante, e danos causados por trovões
Subclass/&ConditionSpellShieldArcaneDeflectionDescription	Você pode usar seus poderes arcanos para se proteger como uma reação. Isto lhe dá +{0} ao seu AC até sua próxima vez.
Subclass/&ConditionSpellShieldArcaneDeflectionTitle	Deflexão Arcana
Subclass/&ConditionTransmuteConstitutionSaveDescription	A Constituição temporária economiza a proficiência concedida pelo poder da Força Transmutora.
Subclass/&ConditionTransmuteConstitutionSaveTitle	A Constituição Economiza
Subclass/&ConditionTransmutePoisonDescription	Ácido temporário, Frio, Fogo, Raio, Necrótico, Trovão e Resistência ao Veneno concedidos pelo poder da Força Transmutora.
Subclass/&ConditionTransmutePoisonTitle	Resistência Elementar
Subclass/&CraftingTinkererMagicItemAdeptDescription	Você é adepto de criar itens mágicos. Você leva 1/4 do tempo para confeccionar itens e aplica o dobro de seu bônus de proficiência ao confeccionar.
Subclass/&CraftingTinkererMagicItemAdeptTitle	Adepto a itens mágicos
Subclass/&DHWarlockSubclassElementalPatronDescription	Foi feito um pacto com os primordiais presentes nas terras más elementais e foi alterado por eles. O caos elementar do patrono sufocou sua alma, permitindo que você use o poder de diferentes tipos elementais
Subclass/&DHWarlockSubclassElementalPatronTitle	Pacto Elementalista
Subclass/&DHWarlockSubclassRiftWalkerDescription	Seu patrono é um dos raros seres que chama o vazio entre os mundos de sua casa. Eles escorregam entre os aviões com facilidade e o conhecimento que você adquiriu ao interagir com eles permite que você aproveite os engenhos de fenda remanescentes em seu benefício dentro da solasta. Você pode às vezes ficar cheio de saudades do reino distante de seu patrono, de um desejo de vagar entre dimensões pelo resto de seus dias, ou assistir a sinais de outro evento de Rift, seja para prevenir ou encorajar.
Subclass/&DHWarlockSubclassRiftWalkerTitle	Pacto do Rift Walker
Subclass/&DruidForestGuardianDruidSubclassDescription	Círculo dos Druidas Guardiões da Floresta são jurados para proteger as florestas e todos os que nelas habitam. Habilidosos no uso da magia da Abjuração e do combate marcial, os membros deste círculo druídico são adversários temíveis no campo de batalha.
Subclass/&DruidForestGuardianDruidSubclassTitle	Círculo do Guardião da Floresta
Subclass/&EquipmentModifierArtificerBagOfHolderDescription	Toque uma bolsa e infunda um espaço de dimensão extra para ajudá-lo a segurar mais peso sem sobrecarregá-lo. Note que você só pode ter uma infusão ativa uma vez. Ativá-la uma segunda vez irá cancelar a primeira.
Subclass/&EquipmentModifierArtificerBagOfHolderTitle	Saco de retenção
Subclass/&FighterRoyalKnightDescription	Um cavaleiro que inspira grandeza nos outros, cometendo atos corajosos na batalha. Um cavaleiro solitário é um guerreiro habilidoso, mas um que lidera um bando de aliados pode transformar até mesmo as milícias mais mal equipadas em um bando de guerra feroz.
Subclass/&FighterRoyalKnightTitle	Cavaleiro Real
Subclass/&FighterSpellShieldDescription	Os Spell Shields são combatentes especializados em defesa e proteção. Eles usam magia para auxiliar suas habilidades naturais.
Subclass/&FighterSpellShieldSpellcastingDescription	Lançam feitiços de feitiços de feitiçaria e cantrips das escolas de Abjuração, Ilusão, Transmutação e Necromancia.
Subclass/&FighterSpellShieldSpellcastingTitle	Lançar feitiços
Subclass/&FighterSpellShieldSpellResistanceDescription	Sua experiência com feitiços e magia de Abjuração em particular o tornou resistente a feitiços lançados contra você.
Subclass/&FighterSpellShieldSpellResistanceTitle	Resistência aos feitiços
Subclass/&FighterSpellShieldTitle	Escudo ortográfico
Subclass/&GreenWitchDescription	Plantas, natureza e coisas que crescem são o domínio da magia verde. Normalmente um tipo de arcano defendido por druidas, algumas bruxas têm uma estreita ligação com os poderes da magia verde, e podem persuadir plantas e animais a se envolverem em suas licitações.
Subclass/&GreenWitchMagicDescription	Você ganha os seguintes feitiços. Estes feitiços contam como feitiços de Bruxa para você e não contam contra seu número total de feitiços conhecidos. \Nível 1: Emaranhado, Nível 2: Casca de árvore, Proteção contra veneno Nível 3: Conjugação de animais, Criação de alimentos Nível 4: Inseto gigante, Pele de pedra Nível 5: Dissipar o mal e o bem, Peste de inseto
Subclass/&GreenWitchMagicTitle	Magia Verde
Subclass/&GreenWitchTitle	Bruxa Verde
Subclass/&HArtilleryIncreaseDescription	Aumento do ArtilleryPool
Subclass/&HArtilleryIncreaseTitle	Aumento do ArtilleryPool
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseDescription	Você pode agora infundir dois itens adicionais a cada dia, isto é destinado a ser usado para sua arma especial Weapon Smith
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseTitle	Infusão de Arma Smith Arma
Subclass/&HealingPoolArtificerInfusionsDescription	2 vezes por dia infundir itens com efeitos mágicos
Subclass/&HealingPoolArtificerInfusionsIncreaseDescription	Você pode agora infundir um item adicional a cada dia
Subclass/&HealingPoolArtificerInfusionsIncreaseTitle	Mais Infusions
Subclass/&HealingPoolArtificerInfusionsTitle	Infusions
Subclass/&HealingPoolLifeTransmuterBonusDescription	2 vezes adicionais por dia, você pode forçar sua vontade na realidade.
Subclass/&HealingPoolLifeTransmuterBonusExtraDescription	4 vezes adicionais por dia você pode forçar sua vontade sobre a realidade.
Subclass/&HealingPoolLifeTransmuterBonusExtraTitle	Força Transmutora Adicional
Subclass/&HealingPoolLifeTransmuterBonusTitle	Força Transmutora Adicional
Subclass/&HealingPoolLifeTransmuterListDescription	2 vezes por dia decretar sua vontade na realidade com habilidades especiais.
Subclass/&HealingPoolLifeTransmuterListTitle	Força Transmutora
Subclass/&KSRogueSubclassThugDescription	Os bandidos são combatentes de mente afiada que buscam a emoção da luta e farão seus inimigos morderem a poeira por qualquer meio necessário. Eles se beneficiam de um treinamento marcial avançado e aprendem a fazer uso de sua astúcia e sua força bruta para triunfar em batalha.
Subclass/&KSRogueSubclassThugTitle	Bandido
Subclass/&MagicAffinityAlchemicalSavantListDescription	Ao fundir Flecha Ácida e Esfera Flamejante, eles se comportam como se fossem fundidos 2 níveis mais altos. Seus cantões também são reforçados, de modo que mesmo quando o inimigo os salva, eles ainda levam metade do dano.
Subclass/&MagicAffinityAlchemicalSavantListTitle	Feitiços de Elixir Savant
Subclass/&MagicAffinityAlchemistSpellRecoveryDescription	Você pode recuperar feitiços durante um curto descanso duas vezes por dia
Subclass/&MagicAffinityAlchemistSpellRecoveryTitle	Preparação alquímica
Subclass/&MagicAffinityFighterSpellShieldDescription	Vantagem nas verificações de concentração, bem como a capacidade de executar componentes somáticos de feitiços enquanto mantém itens.
Subclass/&MagicAffinityFighterSpellShieldTitle	Fundição de Combate
Subclass/&MagicAffinityLifeTransmuterListDescription	Ao lançar alguns feitiços de Transmutação e Necromancia, eles são lançados em um feitiço de 2 níveis mais alto do que o utilizado. Os feitiços melhorados incluem: Falsa Vida, Cegueira, Mosca, Maldição, Toque Vampírico, Cegueira e Matança de Nuvens. -- Nota A intenção é ter o benefício da Arma Mágica também, mas atualmente o aumento do nível de feitiços desta forma na Arma Mágica não tem efeito.
Subclass/&MagicAffinityLifeTransmuterListTitle	Dobramento da Realidade
Subclass/&MagicAffinityMasterManipulatorDC0Description	É mais difícil para os oponentes resistir a seus feitiços. O DC salvo aumenta em 0.
Subclass/&MagicAffinityMasterManipulatorDC1Description	É mais difícil para os oponentes resistirem a seus feitiços. A corrente contínua poupada aumenta em 1.
Subclass/&MagicAffinityMasterManipulatorDC2Description	É mais difícil para os oponentes resistirem a seus feitiços. A corrente contínua poupada aumenta em 2.
Subclass/&MagicAffinityMasterManipulatorDC3Description	É mais difícil para os oponentes resistirem a seus feitiços. A corrente contínua de salvamento aumenta em 3.
Subclass/&MagicAffinityMasterManipulatorDC4Description	É mais difícil para os oponentes resistirem a seus feitiços. A corrente contínua de salvamento aumenta em 4.
Subclass/&MagicAffinityMasterManipulatorDC5Description	É mais difícil para os oponentes resistirem a seus feitiços. A corrente contínua poupada aumenta em 5.
Subclass/&MagicAffinityMasterManipulatorDCDescription	É mais difícil para os oponentes resistirem aos seus feitiços. A corrente contínua poupada aumenta em 3.
Subclass/&MagicAffinityMasterManipulatorDCTitle	Força Arcana
Subclass/&MagicAffinityMasterManipulatorListDescription	Ao lançar alguns feitiços de Encantamento, Abjuração e Ilusão, eles são lançados em um feitiço de nível 1 mais alto do que o utilizado. Os feitiços melhorados incluem: Pessoa de Encanto, Sono, Spray de Cor, Pessoa de Retenção, Invisibilidade, Contra-Feitiço, Mágica de Dispersão, Banimento, Confusão, Assassino Fantasma, Pessoa Dominadora, e Monstro de Retenção.
Subclass/&MagicAffinityMasterManipulatorListTitle	Manipulação de Arcanos
Subclass/&MagicAffinityMeleeWizardConcentrationDescription	Devido à experiência no caos do combate, ganhe vantagem nas verificações de concentração.
Subclass/&MagicAffinityMeleeWizardConcentrationTitle	Melhoria da concentração
Subclass/&MagicAffinityRoguishConArtistDC0Description	Seu feitiço para economizar DC aumenta em 0.
Subclass/&MagicAffinityRoguishConArtistDC1Description	Seu feitiço para salvar DC aumenta em 1.
Subclass/&MagicAffinityRoguishConArtistDC2Description	Seu feitiço para economizar CC aumenta em 2.
Subclass/&MagicAffinityRoguishConArtistDC3Description	Seu feitiço para economizar corrente contínua aumenta em 3.
Subclass/&MagicAffinityRoguishConArtistDC4Description	Seu feitiço para economizar em CC aumenta em 4.
Subclass/&MagicAffinityRoguishConArtistDC5Description	Seu feitiço para economizar em CC aumenta em 5.
Subclass/&MagicAffinityRoguishConArtistDCTitle	Manipulação melhorada
Subclass/&MagicAffinitySpellMasterBonusScribingDescription	Escreva um feitiço adicional em cada nível acima.
Subclass/&MagicAffinitySpellMasterBonusScribingTitle	Amplitude de conhecimento
Subclass/&MagicAffinitySpellMasterRecoveryDescription	Uma vez por descanso longo, você pode recuperar feitiços (além da Arcane Recovery).
Subclass/&MagicAffinitySpellMasterRecoveryTitle	Profundidade do Arcano
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedDescription	Tempos ilimitados de recuperação de feitiços (além da Arcane Recovery).
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedTitle	Profundidade do Arcano
Subclass/&MagicAffinitySpellMasterScribingDescription	Os feitiços de escrita levam 1/4 do tempo e do custo, e você tem vantagem.
Subclass/&MagicAffinitySpellMasterScribingTitle	Mestre Escriba
Subclass/&ManipulatorMentalSavingThrowsDescription	Ganhar proficiência em salvar arremessos com Constituição e Carisma.
Subclass/&ManipulatorMentalSavingThrowsTitle	Resistência Mental
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponDescription	Você infunde sua arma com o poder. Seus ataques contam como mágicos e você adiciona seus +7 aos seus rolos de ataque e dano. Note que você só pode ter uma infusão ativa uma vez. Ativá-la uma segunda vez irá cancelar a primeira.
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponTitle	Arma Infusora Melhorada
Subclass/&PowerArtificerBattleSmithInfuseWeaponDescription	Você infunde sua arma com o poder. Seus ataques contam como Mágicos e você usa sua inteligência para atacar e danificar rolos até o próximo longo descanso.
Subclass/&PowerArtificerBattleSmithInfuseWeaponTitle	Arma infundida
Subclass/&PowerInfuseArmorMagicalStrengthDescription	Infundir a armadura com força mágica. Você ganha vantagem nas verificações da capacidade de força e nos lançamentos de economia. Note que você só pode ter uma infusão ativa uma vez. Ativá-la uma segunda vez irá cancelar a primeira.
Subclass/&PowerInfuseArmorMagicalStrengthTitle	Armadura de Força Mágica
Subclass/&PowerInfuseDarkvisionDescription	Infundir a capacidade de ver no escuro em um par de óculos de proteção. Note que você só pode ter uma infusão ativa uma vez. Ativá-la uma segunda vez irá cancelar a primeira. Note que você só pode ter uma infusão ativa uma única vez. Ativá-la uma segunda vez irá cancelar a primeira.
