ActionAffinity/&DHFeeblemindSpellDescription	Impossibile lanciare incantesimi.
Subclass/&FighterSpellShieldSpellcastingDescription	Lancia incantesimi e trucchetti da Mago dalle scuole di Abiurazione, Illusione, Trasmutazione e Negromanzia.
Subclass/&FighterSpellShieldSpellcastingTitle	Incantesimi
Subclass/&FighterSpellShieldSpellResistanceDescription	La tua esperienza con gli incantesimi e la magia dell'abiura in particolare ti ha reso resistente agli incantesimi lanciati contro di te.
Subclass/&FighterSpellShieldSpellResistanceTitle	Resistenza agli incantesimi
Subclass/&FighterSpellShieldTitle	Scudo magico
Subclass/&GreenWitchDescription	Le piante, la natura e le cose che crescono sono il dominio della magia verde. Normalmente un tipo di arcano sostenuto dai druidi, alcune streghe hanno uno stretto legame con i poteri della magia verde e possono convincere piante e animali ai loro ordini.
Subclass/&GreenWitchMagicDescription	Ottieni i seguenti incantesimi. Questi incantesimi contano per te come incantesimi da Strega e non contano sul numero totale di incantesimi conosciuti:\n{0}
Subclass/&GreenWitchMagicTitle	Magia Verde
Subclass/&GreenWitchTitle	Strega Verde
Subclass/&HArtilleryIncreaseDescription	Aumento della riserva di artiglieria.
Subclass/&HArtilleryIncreaseTitle	Aumento della riserva di artiglieria
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseDescription	Ora puoi infondere due elementi aggiuntivi ogni giorno. Questi sono destinati ad essere usati per la tua arma speciale Weapon Smith.
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseTitle	Weapon Smith Infusione di armi
Subclass/&HealingPoolArtificerInfusionsDescription	2 volte al giorno infondi oggetti con effetti magici.
Subclass/&HealingPoolArtificerInfusionsIncreaseDescription	Ora puoi infondere un elemento aggiuntivo ogni giorno.
Subclass/&HealingPoolArtificerInfusionsIncreaseTitle	Più infusi
Subclass/&HealingPoolArtificerInfusionsTitle	Infusi
Subclass/&HealingPoolLifeTransmuterBonusDescription	Puoi imporre la tua volontà sulla realtà altre 2 volte al giorno.
Subclass/&HealingPoolLifeTransmuterBonusExtraDescription	Puoi imporre la tua volontà sulla realtà altre 4 volte al giorno.
Subclass/&HealingPoolLifeTransmuterBonusExtraTitle	Forza di trasmutazione aggiuntiva
Subclass/&HealingPoolLifeTransmuterBonusTitle	Forza di trasmutazione aggiuntiva
Subclass/&HealingPoolLifeTransmuterListDescription	Puoi esprimere la tua volontà sulla realtà con poteri speciali 2 volte al giorno.
Subclass/&HealingPoolLifeTransmuterListTitle	Forza di trasmutazione
Subclass/&MagicAffinityAlchemicalSavantListDescription	Quando lanciano Acid Arrow e Flaming Sphere si comportano come se lanciassero 2 livelli più in alto. Anche i tuoi trucchetti vengono potenziati, quindi anche quando il nemico salva, subiscono comunque la metà dei danni.
Subclass/&MagicAffinityAlchemicalSavantListTitle	Incantesimi da esperto di elisir
Subclass/&MagicAffinityAlchemistSpellRecoveryDescription	Puoi recuperare gli slot incantesimo durante un breve riposo due volte al giorno.
Subclass/&MagicAffinityAlchemistSpellRecoveryTitle	Preparazione Alchemica
Subclass/&MagicAffinityFighterSpellShieldDescription	Vantaggio sulle prove di concentrazione e capacità di eseguire componenti somatiche di incantesimi mentre si tengono oggetti.
Subclass/&MagicAffinityFighterSpellShieldTitle	Casting da combattimento
Subclass/&MagicAffinityLifeTransmuterListDescription	Quando si lanciano alcuni incantesimi di Trasmutazione e Negromanzia, vengono lanciati a uno slot incantesimo di 2 livelli superiore a quello utilizzato. Gli incantesimi migliorati includono: Falsa vita, Cecità, Volare, Conferire maledizione, Tocco vampirico, Macchia e Uccisione di nuvole.\n--Nota: l'intenzione è quella di avere anche il vantaggio di Arma magica, ma attualmente aumentare il livello dell'incantesimo in questo modo su Arma magica non ha alcun effetto.
Subclass/&MagicAffinityLifeTransmuterListTitle	La realtà si piega
Subclass/&MagicAffinityMasterManipulatorDC0Description	È più difficile per gli avversari resistere ai tuoi incantesimi. La CD del Tiro Salvezza aumenta di 0.
Subclass/&MagicAffinityMasterManipulatorDC1Description	È più difficile per gli avversari resistere ai tuoi incantesimi. La CD del Tiro Salvezza aumenta di 1.
Subclass/&MagicAffinityMasterManipulatorDC2Description	È più difficile per gli avversari resistere ai tuoi incantesimi. La CD del Tiro Salvezza aumenta di 2.
Subclass/&MagicAffinityMasterManipulatorDC3Description	È più difficile per gli avversari resistere ai tuoi incantesimi. La CD del Tiro Salvezza aumenta di 3.
Subclass/&MagicAffinityMasterManipulatorDC4Description	È più difficile per gli avversari resistere ai tuoi incantesimi. La CD del Tiro Salvezza aumenta di 4.
Subclass/&MagicAffinityMasterManipulatorDC5Description	È più difficile per gli avversari resistere ai tuoi incantesimi. La CD del Tiro Salvezza aumenta di 5.
Subclass/&MagicAffinityMasterManipulatorDCDescription	È più difficile per gli avversari resistere ai tuoi incantesimi. La CD del Tiro Salvezza aumenta di 3.
Subclass/&MagicAffinityMasterManipulatorDCTitle	Forza Arcana
Subclass/&MagicAffinityMasterManipulatorListDescription	Quando si lanciano alcuni incantesimi Incantesimo, Abiura e Illusione, vengono lanciati a uno slot incantesimo di livello 1 superiore a quello utilizzato. Gli incantesimi migliorati includono: Charme persona, Sonno, Spray colorato, Trattieni persona, Invisibilità, Controincantesimo, Dissolvi Magia, Esilio, Confusione, Killer Fantasma, Domina persona e Trattieni Mostro.
Subclass/&MagicAffinityMasterManipulatorListTitle	Manipolazione Arcana
Subclass/&MagicAffinityMeleeWizardConcentrationDescription	Grazie all'esperienza nel caos del combattimento, ottieni vantaggio alle prove di concentrazione.
Subclass/&MagicAffinityMeleeWizardConcentrationTitle	Concentrazione migliorata
Subclass/&MagicAffinityRoguishConArtistDC0Description	La CD dei tuoi incantesimi aumenta di 0.
Subclass/&MagicAffinityRoguishConArtistDC1Description	La CD dei tuoi incantesimi aumenta di 1.
Subclass/&MagicAffinityRoguishConArtistDC2Description	La CD dei tuoi incantesimi aumenta di 2.
Subclass/&MagicAffinityRoguishConArtistDC3Description	La CD dei tuoi incantesimi aumenta di 3.
Subclass/&MagicAffinityRoguishConArtistDC4Description	La CD dei tuoi incantesimi aumenta di 4.
Subclass/&MagicAffinityRoguishConArtistDC5Description	La CD dei tuoi incantesimi aumenta di 5.
Subclass/&MagicAffinityRoguishConArtistDCTitle	Manipolazione migliorata
Subclass/&MagicAffinitySpellMasterBonusScribingDescription	Scrivi un incantesimo aggiuntivo a ogni livello.
Subclass/&MagicAffinitySpellMasterBonusScribingTitle	Ampiezza della conoscenza
Subclass/&MagicAffinitySpellMasterRecoveryDescription	Una volta per riposo lungo, puoi recuperare slot incantesimi (oltre a Recupero Arcano).
Subclass/&MagicAffinitySpellMasterRecoveryTitle	Profondità Arcana
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedDescription	Tempi illimitati per recuperare slot incantesimi (oltre a Recupero Arcano).
Subclass/&MagicAffinitySpellMasterRecoveryUnlimitedTitle	Profondità Arcana
Subclass/&MagicAffinitySpellMasterScribingDescription	Scrivere incantesimi richiede 1/4 del tempo e del costo e tu hai vantaggio.
Subclass/&MagicAffinitySpellMasterScribingTitle	Maestro Scrittore
Subclass/&ManipulatorMentalSavingThrowsDescription	Ottieni competenza nei tiri salvezza con Costituzione e Carisma.
Subclass/&ManipulatorMentalSavingThrowsTitle	Resistenza mentale
Subclass/&MarshalEternalComradeDescription	Compagno caduto
Subclass/&MarshalEternalComradeTitle	Compagno caduto
Subclass/&OpportunistDescription	Gli opportunisti sono quelli che non lasciano mai cadere la possibilità di finire i loro nemici. Pugnalano velocemente e accoltellano dove conta. Non molti li hanno affrontati possono sfuggire senza graffi.
Subclass/&OpportunistTitle	Opportunista
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponDescription	Infondi la tua arma con il potere. I tuoi attacchi contano come magici e aggiungi il tuo +7 ai tiri per colpire e per i danni. Puoi avere solo una di ciascuna infusione attiva alla volta. Attivandolo una seconda volta si annullerà la prima.
Subclass/&PowerArtificerBattleSmithImprovedInfuseWeaponTitle	Arma infusa migliorata
Subclass/&PowerArtificerBattleSmithInfuseWeaponDescription	Infondi la tua arma con il potere. I tuoi attacchi contano come magici e usi la tua Intelligenza per i tiri per colpire e per i danni fino al prossimo riposo lungo.
Subclass/&PowerArtificerBattleSmithInfuseWeaponTitle	Infondi arma
Subclass/&PowerInfuseArmorMagicalStrengthDescription	Infondi l'armatura con forza magica. Ottieni vantaggio alle prove di abilità di Forza e ai tiri salvezza. Puoi avere solo una di ciascuna infusione attiva alla volta. Attivandolo una seconda volta si annullerà la prima.
Subclass/&PowerInfuseArmorMagicalStrengthTitle	Armatura della Forza Magica
Subclass/&PowerInfuseDarkvisionDescription	Infondi la capacità di vedere al buio in un paio di occhiali. Puoi avere solo una di ciascuna infusione attiva alla volta. Attivandolo una seconda volta si annullerà la prima. Puoi avere solo una di ciascuna infusione attiva alla volta. Attivandolo una seconda volta si annullerà la prima.
Subclass/&PowerInfuseDarkvisionTitle	Occhiali della notte
Subclass/&PowerInfuseMindSharpenerDescription	Infondi un'armatura o una tunica con la capacità di aiutare la concentrazione nel lanciare incantesimi. Ottieni vantaggio alle prove di concentrazione e qualsiasi danno inferiore a 20 non attiva una prova. Puoi avere solo una di ciascuna infusione attiva alla volta. Attivandolo una seconda volta si annullerà la prima.
Subclass/&PowerInfuseMindSharpenerTitle	Affila la mente
Subclass/&PowerInfuseResistantArmorDescription	Infondi resistenza ai danni nella tua armatura. Diventa resistente ai danni da acido, freddo, fuoco, forza, fulmine, necrotico, veleno, psichico, radioso e tuono. Puoi avere solo una di ciascuna infusione attiva alla volta. Attivandolo una seconda volta si annullerà la prima.
Subclass/&PowerInfuseResistantArmorTitle	Armatura resistente
Subclass/&PowerManipulatorDominatePersonDescription	Puoi usare Dominare Persona un numero di volte per riposo lungo pari al tuo modificatore di Intelligenza.
Subclass/&PowerManipulatorDominatePersonTitle	Persona dominante
Subclass/&PowerSpellRefuelingRingDescription	Quando lo attivi, recuperi metà del tuo livello negli slot incantesimo.
Subclass/&PowerSpellRefuelingRingTitle	Anello di rifornimento degli incantesimi
Subclass/&PowerSpellShieldArcaneDeflectionDescription	Puoi usare i tuoi poteri arcani per proteggerti come reazione. Questo ti dà +{0} alla tua CA fino al tuo prossimo turno.
Subclass/&PowerSpellShieldArcaneDeflectionTitle	Deviazione Arcana
Subclass/&PowerSpellShieldRangedDeflectionDescription	Quando un attaccante che puoi vedere ti colpisce con un attacco a distanza o un incantesimo, puoi usare la tua reazione per dimezzare il danno dell'attacco contro di te.
Subclass/&PowerSpellShieldRangedDeflectionTitle	Deflessione a distanza
Subclass/&PowerTinkererSoulOfArtificeSavesDescription	Imbevuto nella tua armatura ci sono miglioramenti magici alla tua capacità di evitare effetti negativi. Guadagni 3d4 per ogni tiro salvezza che effettui.
Subclass/&PowerTinkererSoulOfArtificeSavesTitle	L'anima di Tinkerer
Subclass/&PowerTinkererSpellStoringItemDescription	Come azione bonus, puoi recuperare slot incantesimo. Puoi farlo un numero di volte al giorno pari al tuo modificatore di Intelligenza.
Subclass/&PowerTinkererSpellStoringItemTitle	Oggetto di memorizzazione degli incantesimi
Subclass/&PowerTransmuteConstitutionDescription	Usa la tua Forza di Trasmutazione per garantire la competenza con i Tiri Salvezza su Costituzione fino al prossimo riposo lungo.
Subclass/&PowerTransmuteConstitutionTitle	La costituzione salva
Subclass/&PowerTransmuteDarkvisionDescription	Usa la tua Forza di Trasmutazione per garantire Scurovisione Superiore fino al prossimo riposo lungo.
Subclass/&PowerTransmuteDarkvisionTitle	Scurovisione superiore
Subclass/&PowerTransmuteElementalResistanceDescription	Usa la tua Forza di Trasmutazione per garantire resistenza ai danni da acido, freddo, fuoco, fulmine, necrotico, veleno e tuono fino alla fine del tuo prossimo riposo lungo.
Subclass/&PowerTransmuteElementalResistanceTitle	Resistenza Elementale
Subclass/&PowerTransmuteFlyDescription	Usa la tua Forza di Trasmutazione per concedere la capacità di volo.
Subclass/&PowerTransmuteFlyTitle	Volare
Subclass/&PowerTransmuteHealDescription	Usa la tua Forza di Trasmutazione per curare fino a 6 bersagli.
Subclass/&PowerTransmuteHealTitle	Guarire
Subclass/&PowerTransmuteReviveDescription	Usa la tua Forza di Trasmutazione per far rivivere un personaggio (entro 1 minuto dalla sua morte).
Subclass/&PowerTransmuteReviveTitle	Rianima
Subclass/&PurpleWitchDescription	La magia viola domina i domini delle illusioni e degli incantesimi che si impadroniscono delle menti delle persone e di tutto ciò che non è proprio come sembra. I praticanti di questa forma di magia sono burattinai, che modellano l'apparente realtà di coloro che li circondano a proprio vantaggio.
Subclass/&PurpleWitchMagicDescription	Ottieni i seguenti incantesimi. Questi incantesimi contano per te come incantesimi da Strega e non contano sul numero totale di incantesimi conosciuti:\n {0}
Subclass/&PurpleWitchMagicTitle	Magia Viola
Subclass/&PurpleWitchTitle	Strega Viola
Subclass/&RangerArcanistRangerSubclassDescription	L'Arcanista Ranger combina le sue abilità da Ranger con abilità arcane. Le loro armi possono affliggere i loro avversari con il Marchio dell'Arcanista e hanno imparato a lanciare alcuni incantesimi da Mago come parte del loro repertorio di incantesimi da Ranger.
Subclass/&RangerArcanistRangerSubclassTitle	Arcanista Ranger
Subclass/&RedWitchDescription	La magia arcana legata alla canalizzazione degli elementi è considerata magia rossa ed è estremamente pericolosa se usata. Le streghe specializzate nella magia rossa sono tra gli incantatori più letali esistenti, incanalando la loro maledizione in un'ira arcana senza ostacoli.
Subclass/&RedWitchMagicDescription	Ottieni i seguenti incantesimi. Questi incantesimi contano per te come incantesimi da Strega e non contano sul numero totale di incantesimi conosciuti:\n {0}
Subclass/&RedWitchMagicTitle	Magia Rossa
Subclass/&RedWitchTitle	Strega Rossa
Subclass/&RoguishConArtistDescription	I truffatori sono ladri specializzati nell'inganno e nell'inganno. Usano la magia per aiutare le loro naturali capacità manipolative.
Subclass/&RoguishConArtistFeintConditionDescription	Essere ingannati garantisce vantaggio al prossimo attacco.
Subclass/&RoguishConArtistFeintConditionTitle	Ingannato
Subclass/&RoguishConArtistFeintDescription	Ottieni la capacità di finta in combattimento come azione bonus. Se il bersaglio fallisce il tiro salvezza, questo garantisce vantaggio al prossimo attacco contro il bersaglio.
Subclass/&RoguishConArtistFeintTitle	Finta
Subclass/&RoguishConArtistMentalSavingThrowsDescription	Acquisisci competenza nei tiri salvezza di Saggezza e Carisma.
