ActionAffinity/&DHFeeblemindSpellDescription	Impossible de lancer des sorts.
Subclass/&BarbarianPathOfTheLightLightsProtectionDescription	Vous regagnez des points de vie égaux à la moitié de votre niveau de barbare lorsqu'une créature hostile affectée par votre Frappe illuminatrice meurt. De plus, vous ne provoquez plus d'attaques d'opportunité de la part des créatures affectées par votre Frappe éclairante.
Subclass/&BarbarianPathOfTheLightLightsProtectionTitle	Protection de la lumière
Subclass/&BarbarianPathOfTheLightPierceTheDarknessDescription	Vous bénéficiez d'une vision dans le noir supérieure.
Subclass/&BarbarianPathOfTheLightPierceTheDarknessTitle	Percer les ténèbres
Subclass/&BarbarianPathOfTheLightSeeingInvisibleConditionDescription	Peut percevoir des créatures invisibles.
Subclass/&BarbarianPathOfTheLightSeeingInvisibleConditionTitle	Vue d'invisibilité
Subclass/&BarbarianPathOfTheLightTitle	Chemin de la Lumière
Subclass/&BloodWitchDescription	Interdite par la plupart des covens de sorcières, la magie du sang se concentre sur l'utilisation de sorts sombres et de maléfices mortels qui puisent dans l'essence même du lanceur de sorts. Il est fondamentalement plus périlleux que les autres métiers de sorcière, mais ses nombreux risques s'accompagnent de nombreuses récompenses.
Subclass/&BloodWitchMagicDescription	Vous gagnez les sorts suivants. Ces sorts comptent pour vous comme des sorts de Sorcière et ne comptent pas dans votre nombre total de sorts connus :\n {0}
Subclass/&BloodWitchMagicTitle	Magie du sang
Subclass/&BloodWitchTitle	Sorcière de sang
Subclass/&CancelCancelElixirFlyDescription	Mettez fin à la condition Fly de l'élixir Potion Maker.
Subclass/&CancelCancelElixirFlyTitle	Annuler Voler
Subclass/&CancelCancelElixirResilienceDescription	Mettez fin à la condition de résilience de l'élixir Potion Maker.
Subclass/&CancelCancelElixirResilienceTitle	Annuler la résilience
Subclass/&CancelCancelElixirSwiftnessDescription	Mettez fin à la condition Rapidité de l'élixir Potion Maker.
Subclass/&CancelCancelElixirSwiftnessTitle	Annuler la rapidité
Subclass/&ClassMonkTraditionDescription	Au niveau 3, vous choisissez la voie spirituelle que vous suivez vers l'illumination. Cela façonnera la façon dont vous manipulez le ki.
Subclass/&ClassMonkTraditionTitle	Traditions monastiques
Subclass/&ClassMonkTraditionWayOfTheOpenHandDescription	Les Moines de la Voie de la Main Ouverte sont les maîtres ultimes du combat des arts martiaux, qu'ils soient armés ou non. Ils apprennent des techniques pour pousser et faire trébucher leurs adversaires, manipuler le ki pour soigner les dommages causés à leur corps et pratiquer une méditation avancée qui peut les protéger du mal.
Subclass/&ClassMonkTraditionWayOfTheOpenHandTitle	Voie de la main ouverte
Subclass/&ClassMonkTraditionZenArcherDescription	Les pratiquants de la voie de la main lointaine s'entraînent à faire des flèches une extension de leurs mains. Ils sont habiles à utiliser des arcs et à produire des effets de ki grâce à des flèches.
Subclass/&ClassMonkTraditionZenArcherTitle	Voie de la main lointaine
Subclass/&ClassWarlockPatronDescription	Un démoniste est défini par un pacte avec un être d'un autre monde. Parfois, la relation entre Warlock et mécène ressemble à celle d'un clerc et d'une divinité, bien que les êtres qui servent de mécènes ne soient pas des dieux.
Subclass/&ClassWarlockPatronTitle	Mécène d'un autre monde
Subclass/&ConditionResistantArmorTitle	Armure résistante
Subclass/&ConditionResistnatArmorDescription	Votre armure est résistante aux dommages causés par l'acide, le froid, le feu, la force, la foudre, la nécrose, le poison, le psychique, le rayonnement et le tonnerre.
Subclass/&ConditionSpellShieldArcaneDeflectionDescription	Vous pouvez utiliser vos pouvoirs arcaniques pour vous protéger en réaction. Cela vous donne +3 à votre CA jusqu'à votre prochain tour.
Subclass/&ConditionSpellShieldArcaneDeflectionTitle	Déviation arcanique
Subclass/&ConditionTransmuteConstitutionSaveDescription	Constitution temporaire sauf compétence accordée par le pouvoir Force de transmutation.
Subclass/&ConditionTransmuteConstitutionSaveTitle	La Constitution sauve
Subclass/&ConditionTransmutePoisonDescription	Résistance temporaire à l'acide, au froid, au feu, à la foudre, à la nécrose, au poison et au tonnerre accordée par le pouvoir Transmute Force.
Subclass/&ConditionTransmutePoisonTitle	Résistance élémentaire
Subclass/&CraftingTinkererMagicItemAdeptDescription	Vous êtes habile à fabriquer des objets magiques. Cela vous prend 1/4 du temps pour fabriquer des objets et vous appliquez le double de votre bonus de compétence lors de la fabrication.
Subclass/&CraftingTinkererMagicItemAdeptTitle	Adepte des objets magiques
Subclass/&DHWarlockSubclassElementalPatronDescription	Vous avez conclu un pacte avec et avez été changé par les primordiaux présents dans les badlands élémentaires. Le chaos élémentaire du patron a imprégné votre âme, vous permettant d'utiliser le pouvoir de différents types élémentaires.
Subclass/&DHWarlockSubclassElementalPatronTitle	Pacte d'élémentaliste
Subclass/&DHWarlockSubclassRiftWalkerDescription	Votre patron est l'un des rares êtres qui habitent le vide entre les mondes. Ils se glissent facilement entre les plans et les connaissances que vous avez acquises en interagissant avec eux vous permettent d'exploiter les énergies de faille persistantes à votre avantage au sein de solasta. Vous pourriez parfois être rempli d'un désir ardent pour le royaume lointain de votre patron, d'un désir d'errer entre les dimensions pour le reste de vos jours, ou de surveiller les signes d'un autre événement Rift, que ce soit pour prévenir ou encourager.
Subclass/&DHWarlockSubclassRiftWalkerTitle	Pacte des marcheurs du Rift
Subclass/&DruidForestGuardianDruidSubclassDescription	Les druides du Cercle des gardiens de la forêt ont juré de protéger les forêts et tout ce qui les habite. Habiles à manier la magie de l'Abjuration et le combat martial, les membres de ce cercle druidique sont de redoutables adversaires sur le champ de bataille.
Subclass/&DruidForestGuardianDruidSubclassTitle	Cercle du gardien de la forêt
Subclass/&EquipmentModifierArtificerBagOfHolderDescription	Touchez un sac et infusez un espace dimensionnel supplémentaire pour l'aider à supporter plus de poids sans vous encombrer. Vous ne pouvez avoir qu'une seule perfusion de chaque active à la fois. L'activer une seconde fois annulera la première.
Subclass/&EquipmentModifierArtificerBagOfHolderTitle	Sac de tenue
Subclass/&FighterMarshalCoordinatedAttackDescription	Lorsque vous frappez un ennemi avec une attaque au corps à corps, vos alliés peuvent utiliser leur réaction pour effectuer une attaque d'opportunité contre votre cible.
Subclass/&FighterMarshalCoordinatedAttackTitle	Attaque coordonnée
Subclass/&FighterMarshalDescription	Habiles à étudier les faiblesses des ennemis et à coordonner les attaques des autres membres du groupe pour les exploiter, les combattants qui se sont entraînés dans cette partie martiale sont des orchestres célèbres du champ de bataille.
Subclass/&FighterMarshalEncouragementPowerDescription	Le courage du maréchal inspire son membre du parti. Les alliés à moins de 3 mètres de lui ajoutent 1d4 au jet d'attaque et au jet de sauvegarde.
Subclass/&FighterMarshalEncouragementPowerTitle	Encouragement
Subclass/&FighterMarshalEternalComradeFeatureSetDescription	Le lien entre le maréchal et son camarade franchit la frontière entre la vie et la mort. Par une action bonus, le maréchal peut invoquer un esprit de ses camarades tombés pour l'aider au combat.
Subclass/&FighterMarshalEternalComradeFeatureSetTitle	Camarade éternel
Subclass/&FighterMarshalFearlessCommanderFeatureSetDescription	Vous êtes immunisé contre l'effet de peur.
Subclass/&FighterMarshalFearlessCommanderFeatureSetTitle	Commandant intrépide
Subclass/&FighterMarshalKnowYourEnemyFeatureSetDescription	Vous ajoutez votre niveau de connaissance de votre cible actuelle à vos jets d'attaque et de dégâts.
Subclass/&FighterMarshalKnowYourEnemyFeatureSetTitle	Connais ton ennemi
Subclass/&FighterMarshalStudyYourEnemyPowerDescription	En tant qu'action bonus, vous pouvez tenter d'augmenter vos connaissances sur votre cible en lançant un test de Survie. Vous pouvez le faire deux fois par repos court.
Subclass/&FighterMarshalStudyYourEnemyPowerTitle	Étudiez votre ennemi
Subclass/&FighterMarshalSummonEternalComradePowerDescription	Invoquez 1 esprit du camarade déchu du maréchal. Chaque esprit a 45 + deux fois votre niveau de combattant en PV et sa CA est de 16 + votre bonus de compétence. Les esprits sont immunisés contre les conditions empoisonnées, froides, nécrotiques, enclines, paralysées et restreintes. Les esprits ont une résistance au feu, à l'acide, à la foudre et aux dégâts du tonnerre et ont une résistance aux dégâts non magiques tranchants, contondants et perforants. À leur tour, ils peuvent voler jusqu'à 15 mètres et effectuer une seule attaque au corps à corps avec une arme qui inflige 2d6 + 5 dégâts magiques tranchants avec un bonus de 5 + bonus de maîtrise pour toucher.
Subclass/&FighterMarshalSummonEternalComradePowerTitle	Invocation d'un camarade éternel
Subclass/&FighterMarshalTitle	Maréchal
Subclass/&FighterRoyalKnightDescription	Un chevalier qui inspire la grandeur chez les autres en commettant des actes courageux au combat. Un chevalier solitaire est un guerrier habile, mais celui qui dirige une bande d'alliés peut transformer même la milice la moins bien équipée en une bande de guerre féroce.
Subclass/&FighterRoyalKnightTitle	chevalier royal
Subclass/&FighterSpellShieldDescription	Les Spell Shields sont des combattants spécialisés dans la défense et la protection. Ils utilisent la magie pour aider leurs capacités naturelles.
Subclass/&FighterSpellShieldSpellcastingDescription	Lancez des sorts et des tours mineurs de magicien des écoles d'abjuration, d'illusion, de transmutation et de nécromancie.
Subclass/&FighterSpellShieldSpellcastingTitle	Lancer des sorts
Subclass/&FighterSpellShieldSpellResistanceDescription	Votre expérience des sorts et de la magie d'abjuration en particulier vous a rendu résistant aux sorts lancés contre vous.
Subclass/&FighterSpellShieldSpellResistanceTitle	Résistance aux sorts
Subclass/&FighterSpellShieldTitle	Bouclier anti-sort
Subclass/&GreenWitchDescription	Les plantes, la nature et les choses qui poussent sont le domaine de la magie verte. Normalement un type d'arcane défendu par les druides, certaines sorcières ont un lien étroit avec les pouvoirs de la magie verte et peuvent amadouer les plantes et les animaux dans leur volonté.
Subclass/&GreenWitchMagicDescription	Vous gagnez les sorts suivants. Ces sorts comptent pour vous comme des sorts de Sorcière et ne comptent pas dans votre nombre total de sorts connus :\n{0}
Subclass/&GreenWitchMagicTitle	Magie verte
Subclass/&GreenWitchTitle	Sorcière verte
Subclass/&HArtilleryIncreaseDescription	Augmentation du pool d'artillerie.
Subclass/&HArtilleryIncreaseTitle	Augmentation du pool d'artillerie
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseDescription	Vous pouvez désormais infuser deux objets supplémentaires chaque jour. Ceux-ci sont destinés à être utilisés pour votre arme spéciale Weapon Smith.
Subclass/&HealingPoolArtificerBattleSmithInfusionsIncreaseTitle	Forgeron d'armes Infusion d'armes
Subclass/&HealingPoolArtificerInfusionsDescription	2 fois par jour, infusez des objets avec des effets magiques.
Subclass/&HealingPoolArtificerInfusionsIncreaseDescription	Vous pouvez désormais infuser un élément supplémentaire chaque jour.
Subclass/&HealingPoolArtificerInfusionsIncreaseTitle	Plus de perfusions
Subclass/&HealingPoolArtificerInfusionsTitle	Infusions
Subclass/&HealingPoolLifeTransmuterBonusDescription	Vous pouvez imposer votre volonté à la réalité 2 fois supplémentaires par jour.
Subclass/&HealingPoolLifeTransmuterBonusExtraDescription	Vous pouvez imposer votre volonté à la réalité 4 fois de plus par jour.
Subclass/&HealingPoolLifeTransmuterBonusExtraTitle	Force de transmutation supplémentaire
Subclass/&HealingPoolLifeTransmuterBonusTitle	Force de transmutation supplémentaire
Subclass/&HealingPoolLifeTransmuterListDescription	Vous pouvez appliquer votre volonté sur la réalité avec des pouvoirs spéciaux 2 fois par jour.
Subclass/&HealingPoolLifeTransmuterListTitle	Force de transmutation
Subclass/&MagicAffinityAlchemicalSavantListDescription	Lorsqu'ils lancent Acid Arrow et Flaming Sphere, ils se comportent comme s'ils étaient lancés 2 niveaux plus haut. Vos sorts mineurs sont également améliorés, de sorte que même lorsque l'ennemi sauvegarde, il subit toujours la moitié des dégâts.
Subclass/&MagicAffinityAlchemicalSavantListTitle	Sorts d'élixir de savant
Subclass/&MagicAffinityAlchemistSpellRecoveryDescription	Vous pouvez récupérer des emplacements de sorts lors d'un repos court deux fois par jour.
Subclass/&MagicAffinityAlchemistSpellRecoveryTitle	Préparation alchimique
Subclass/&MagicAffinityFighterSpellShieldDescription	Avantage aux tests de concentration ainsi qu'à la capacité d'effectuer des composants somatiques de sorts tout en tenant des objets.
Subclass/&MagicAffinityFighterSpellShieldTitle	Casting de combat
Subclass/&MagicAffinityLifeTransmuterListDescription	Lors du lancement de certains sorts de transmutation et de nécromancie, ils sont lancés à un emplacement de sort supérieur de 2 niveaux à celui utilisé. Les sorts améliorés incluent : False Life, Blindness, Fly, Bestow Curse, Vampiric Touch, Blight et Cloud Kill.\n--Remarque : l'intention est d'avoir également l'avantage de l'arme magique, mais actuellement, augmenter le niveau du sort de cette façon sur l'arme magique n'a aucun effet.
Subclass/&MagicAffinityLifeTransmuterListTitle	Flexion de la réalité
Subclass/&MagicAffinityMasterManipulatorDC0Description	Il est plus difficile pour les adversaires de résister à vos sorts. Le DD de sauvegarde augmente de 0.
